Player;Date;Tournament;Surface;Level;Result;Round;Score;Opponent;A%;DF%;vA%;Pts/SG;MatchID;Year;IsTop100;Rank
Abedallah Shelbayh;2026-07-27;ATP Washington;Hard;A;L;Q2;4-6 7-5 7-6(4);Martin Damm;7,48;2,8;12,26;6,29;2026-0418-359;2026,0;False;
Abedallah Shelbayh;2026-07-27;ATP Washington;Hard;A;W;Q1;6-4 7-6(2);Billy Harris;2,9;2,9;6,49;6,27;2026-0418-349;2026,0;False;
Abedallah Shelbayh;2026-07-20;Bloomfield Hills Challenger;Hard;C;L;R32;6-4 6-1;Michael Zheng;1,72;6,9;23,91;6,44;2026-2883-368;2026,0;False;267,0
Abedallah Shelbayh;2026-07-20;Bloomfield Hills CH;Hard;C;L;R32;6-4 6-1;Michael Zheng;1,72;6,9;23,91;6,44;2026-2883-358;2026,0;False;
Abedallah Shelbayh;2026-06-21;Mallorca;Grass;A;L;R16;6-2 6-4;Grigor Dimitrov;1,43;8,57;10,17;7,78;2026-8994-372;2026,0;False;
Abedallah Shelbayh;2026-06-21;Mallorca;Grass;A;W;R32;7-5 6-4;Corentin Moutet;1,61;4,84;8,11;5,64;2026-8994-361;2026,0;False;
Abedallah Shelbayh;2026-06-21;Mallorca;Grass;A;L;Q2;6-3 7-6(4);Marc Polmans;5,19;2,6;11,11;7,7;2026-8994-356;2026,0;False;
Abedallah Shelbayh;2026-06-21;Mallorca;Grass;A;W;Q1;6-4 6-3;Alexander Shevchenko;1,72;5,17;3,39;6,44;2026-8994-350;2026,0;False;
Abedallah Shelbayh;2026-06-08;Bratislava CH;Clay;C;L;R32;7-6(2) 6-2;Petr Brunclik;2,67;8,0;13,33;7,5;2026-9003-366;2026,0;False;
Abedallah Shelbayh;2026-06-08;Bratislava CH;Clay;C;W;Q2;7-6(0) 2-6 6-0;Akira Santillan;4,4;4,4;2,27;7,0;2026-9003-349;2026,0;False;
Abedallah Shelbayh;2026-06-01;Heilbronn CH;Clay;C;L;R32;6-3 6-4;Marco Trungelliti;0,0;4,62;14,81;7,22;2026-0460-370;2026,0;False;
Abedallah Shelbayh;2026-06-01;Heilbronn CH;Clay;C;W;Q2;6-4 7-5;Raphael Perot;3,17;4,76;0,0;5,73;2026-0460-352;2026,0;False;
Abedallah Shelbayh;2026-05-25;Kosice CH;Clay;C;L;R32;6-4 6-1;Hynek Barton;3,17;6,35;13,64;7,0;2026-3097-357;2026,0;False;
Abedallah Shelbayh;2026-05-11;Oeiras 4 CH;Clay;C;L;Q1;4-6 6-4 6-2;Tiago Torres;1,16;3,49;5,0;6,14;2026-9475-346;2026,0;False;
Abedallah Shelbayh;2026-04-13;Oeiras 3 CH;Clay;C;L;Q1;7-6(5) 6-3;Pablo Llamas Ruiz;0,0;2,82;1,37;7,1;2026-9514-348;2026,0;False;
Abedallah Shelbayh;2026-04-06;Madrid CH;Clay;C;L;R32;6-1 2-6 6-1;Zsombor Piros;1,45;2,9;4,11;6,27;2026-9687-363;2026,0;False;
Abedallah Shelbayh;2026-04-06;Madrid CH;Clay;C;L;Q2;4-6 6-1 3-0 RET;Oriol Roca Batalla;8,97;1,28;8,47;7,8;2026-9687-350;2026,0;False;
Abedallah Shelbayh;2026-04-06;Madrid CH;Clay;C;W;Q1;6-3 5-7 6-3;Alexander Donski;2,97;4,95;7,02;6,73;2026-9687-340;2026,0;False;
Abedallah Shelbayh;2026-03-30;Menorca CH;Clay;C;L;R32;3-6 6-3 6-1;Miguel Damas;1,19;4,76;0,0;7,0;2026-2987-364;2026,0;False;
Abedallah Shelbayh;2026-03-23;Alicante CH;Clay;C;L;R32;6-7(6) 7-6(4) 6-1;Vilius Gaubas;0,87;0,87;0,71;7,67;2026-2955-359;2026,0;False;
Abedallah Shelbayh;2026-03-23;Alicante CH;Clay;C;L;Q2;6-7(3) 7-6(3) 6-1;Svyatoslav Gulin;2,97;4,95;1,79;6,73;2026-2955-352;2026,0;False;
Abedallah Shelbayh;2026-03-23;Alicante CH;Clay;C;W;Q1;6-3 6-4;Alberto Garcia Garcia;3,51;10,53;0,0;6,33;2026-2955-344;2026,0;False;
Abedallah Shelbayh;2026-03-16;Murcia CH;Clay;C;L;R32;6-3 3-6 7-5;Justin Engel;1,0;4,0;3,19;6,67;2026-9171-361;2026,0;False;
Abedallah Shelbayh;2026-03-09;Hersonissos 2 CH;Hard;C;L;R16;2-6 6-1 7-6(5);Kimmer Coppejans;0,0;6,19;3,41;6,93;2026-2985-373;2026,0;False;
Abedallah Shelbayh;2026-03-09;Hersonissos 2 CH;Hard;C;W;R32;6-2 4-2 RET;Javier Barranco Cosano;10,26;5,13;1,92;5,57;2026-2985-360;2026,0;False;
Abedallah Shelbayh;2026-03-02;Hersonissos 1 CH;Hard;C;L;QF;6-4 6-3;Toby Samuel;0,0;6,94;5,0;7,2;2026-2983-380;2026,0;False;
Abedallah Shelbayh;2026-03-02;Hersonissos 1 CH;Hard;C;W;R16;1-6 6-2 6-2;Melios Efstathiou;2,94;4,41;4,29;5,67;2026-2983-373;2026,0;False;
Abedallah Shelbayh;2026-03-02;Hersonissos 1 CH;Hard;C;W;R32;6-4 6-2;Pavlos Tsitsipas;1,69;5,08;3,08;6,56;2026-2983-360;2026,0;False;
Abedallah Shelbayh;2026-02-09;Tenerife 2 CH;Hard;C;L;R32;6-3 5-7 7-5;Stefano Travaglia;2,59;2,59;6,17;6,82;2026-2839-366;2026,0;False;
Abedallah Shelbayh;2026-02-09;Tenerife 2 CH;Hard;C;W;Q2;6-1 6-2;Alejo Sanchez Quilez;4,88;0,0;5,26;5,12;2026-2839-353;2026,0;False;
Abedallah Shelbayh;2026-02-09;Tenerife 2 CH;Hard;C;W;Q1;6-1 5-7 6-3;Alberto Barroso Campos;6,38;0,0;3,61;6,71;2026-2839-346;2026,0;False;
Abedallah Shelbayh;2026-02-02;Tenerife 1 CH;Hard;C;L;R16;6-3 6-1;Francesco Maestrelli;2,27;2,27;2,0;5,5;2026-9623-378;2026,0;False;
Abedallah Shelbayh;2026-02-02;Tenerife 1 CH;Hard;C;W;R32;6-3 6-2;Jacopo Berrettini;4,17;4,17;0,0;5,33;2026-9623-369;2026,0;False;
Abedallah Shelbayh;2026-01-26;Oeiras 2 CH;Hard;C;L;Q1;7-6(10) 0-0 RET;Digvijaypratap Singh;10,0;5,0;1,96;6,67;2026-2833-344;2026,0;False;
Abedallah Shelbayh;2026-01-19;Oeiras 1 CH;Hard;C;L;Q1;6-2 6-0;Denis Yevseyev;2,0;8,0;7,5;7,14;2026-2831-338;2026,0;False;
Abedallah Shelbayh;2025-11-03;Matsuyama CH;Hard;C;L;R32;7-6(4) 6-2;Koki Matsuda;3,03;4,55;10,17;6,6;2025-8386-361;2025,0;False;
Abedallah Shelbayh;2025-10-06;Fairfield CH;Hard;C;L;QF;4-6 6-4 6-2;Edward Winter;5,81;2,33;1,25;6,14;2025-7339-381;2025,0;False;
Abedallah Shelbayh;2025-10-06;Fairfield CH;Hard;C;W;R16;6-2 6-4;Roger Pascual Ferra;1,82;7,27;1,64;6,11;2025-7339-375;2025,0;False;
Abedallah Shelbayh;2025-10-06;Fairfield CH;Hard;C;W;R32;6-1 7-5;Bor Artnak;0,0;0,0;4,92;6,33;2025-7339-363;2025,0;False;
Abedallah Shelbayh;2025-09-29;Tiburon CH;Hard;C;L;SF;6-3 6-4;Tyler Zink;6,12;4,08;11,76;5,44;2025-1768-384;2025,0;False;
Abedallah Shelbayh;2025-09-29;Tiburon CH;Hard;C;W;QF;6-4 6-2;Dmitry Popko;5,88;3,92;1,64;5,67;2025-1768-382;2025,0;False;
Abedallah Shelbayh;2025-09-29;Tiburon CH;Hard;C;W;R16;4-6 6-3 6-2;Alfredo Perez;3,06;4,08;9,33;7,0;2025-1768-378;2025,0;False;
Abedallah Shelbayh;2025-09-29;Tiburon CH;Hard;C;W;R32;7-6(3) 6-4;Jurij Rodionov;6,1;1,22;4,41;7,45;2025-1768-370;2025,0;False;
Abedallah Shelbayh;2025-09-22;Las Vegas CH;Hard;C;W;F;6-2 6-4;Alex Rybakov;0,0;3,7;3,45;6,0;2025-7345-385;2025,0;False;
Abedallah Shelbayh;2025-09-22;Las Vegas CH;Hard;C;W;SF;6-3 6-1;Benjamin Hassan;13,33;2,22;13,33;5,62;2025-7345-384;2025,0;False;
Abedallah Shelbayh;2025-09-22;Las Vegas CH;Hard;C;W;QF;3-6 6-4 6-2;Jurij Rodionov;7,23;6,02;12,63;6,38;2025-7345-382;2025,0;False;
Abedallah Shelbayh;2025-09-22;Las Vegas CH;Hard;C;W;R16;7-5 6-1;Nicolas Mejia;7,81;0,0;2,74;7,11;2025-7345-377;2025,0;False;
Abedallah Shelbayh;2025-09-22;Las Vegas CH;Hard;C;W;R32;6-3 6-4;Alfredo Perez;3,08;7,69;9,09;6,5;2025-7345-368;2025,0;False;
Abedallah Shelbayh;2025-09-15;Columbus CH;Hard;C;L;R16;6-4 7-6(6);Tyler Zink;5,05;6,06;7,35;9,0;2025-8281-371;2025,0;False;
Abedallah Shelbayh;2025-09-15;Columbus CH;Hard;C;W;R32;6-4 6-4;Murphy Cassone;3,03;4,55;4,92;6,6;2025-8281-355;2025,0;False;
Abedallah Shelbayh;2025-09-08;Winston Salem CH;Hard;C;L;R32;6-3 6-4;Darwin Blanch;6,35;7,94;12,73;7,0;2025-3011-369;2025,0;False;
Abedallah Shelbayh;2025-09-01;Istanbul CH;Hard;C;L;QF;4-6 6-1 7-6(5);Alex Molcan;5,32;2,13;3,06;6,71;2025-7083-380;2025,0;False;
Abedallah Shelbayh;2025-09-01;Istanbul CH;Hard;C;W;R16;6-4 6-0;Viktor Durasovic;14,55;5,45;7,27;6,88;2025-7083-374;2025,0;False;
Abedallah Shelbayh;2025-09-01;Istanbul CH;Hard;C;W;R32;6-4 6-4;Moez Echargui;1,56;1,56;6,78;6,4;2025-7083-362;2025,0;False;
Abedallah Shelbayh;2025-08-26;Manacor CH;Hard;C;L;R32;6-4 3-6 7-6(1);Daniel Rincon;1,15;9,2;7,61;5,8;2025-7973-369;2025,0;False;
Abedallah Shelbayh;2025-08-04;Grodzisk Mazowiecki CH;Hard;C;L;R32;6-3 6-1;Ugo Blanchet;2,04;6,12;7,55;6,12;2025-2789-364;2025,0;False;
Abedallah Shelbayh;2025-08-04;Grodzisk Mazowiecki CH;Hard;C;W;Q2;7-5 6-4;Leonardo Rossi;8,96;1,49;7,69;6,09;2025-2789-350;2025,0;False;
Abedallah Shelbayh;2025-08-04;Grodzisk Mazowiecki CH;Hard;C;W;Q1;6-2 6-0;Igor Piasek;8,11;5,41;2,63;5,29;2025-2789-340;2025,0;False;
Abedallah Shelbayh;2025-07-28;Astana CH;Hard;C;L;SF;7-6(6) 4-6 7-5;Alexandr Binda;8,49;3,77;3,15;6,24;2025-9533-384;2025,0;False;
Abedallah Shelbayh;2025-07-28;Astana CH;Hard;C;W;QF;3-6 6-3 6-4;Clement Chidekh;7,79;3,9;3,7;5,5;2025-9533-382;2025,0;False;
Abedallah Shelbayh;2025-07-28;Astana CH;Hard;C;W;R16;4-6 6-3 0-0 RET;Woobin Shin;7,04;4,23;1,61;7,1;2025-9533-377;2025,0;False;
Abedallah Shelbayh;2025-07-28;Astana CH;Hard;C;W;R32;6-3 6-4;Maxim Zhukov;6,12;4,08;1,96;4,9;2025-9533-367;2025,0;False;
Abedallah Shelbayh;2025-07-21;Segovia CH;Hard;C;L;R32;6-1 6-3;Edas Butvilas;7,69;13,46;5,26;6,5;2025-0783-361;2025,0;False;
Abedallah Shelbayh;2025-07-21;Segovia CH;Hard;C;W;Q2;4-6 6-1 6-4;Bernardo Munk Mesa;6,1;9,76;3,03;5,86;2025-0783-351;2025,0;False;
Abedallah Shelbayh;2025-07-21;Segovia CH;Hard;C;W;Q1;6-2 6-3;David Poljak;5,56;7,41;3,77;6,0;2025-0783-342;2025,0;False;
Abedallah Shelbayh;2025-07-14;Pozoblanco CH;Hard;C;L;R32;6-1 6-2;Hugo Grenier;2,27;6,82;7,02;6,29;2025-0472-370;2025,0;False;
Abedallah Shelbayh;2025-07-07;M25 Roda de Bara;Hard;25;W;R32;6-0 6-3;Luis Garcia Paez;12,96;11,11;0,0;7,71;2025-M-ITF-ESP-2025-034-113;2025,0;False;
Abedallah Shelbayh;2025-06-16;Royan CH;Clay;C;L;R32;7-6(5) 7-5;Mathys Erhard;2,7;12,16;2,13;6,17;2025-4942-358;2025,0;False;
Abedallah Shelbayh;2025-06-09;Bratislava CH;Clay;C;L;R32;6-1 7-6(3);Cristian Garin;3,33;10,0;7,94;6,67;2025-9003-362;2025,0;False;
Abedallah Shelbayh;2025-06-02;Prostejov CH;Clay;C;L;R32;6-3 6-2;Luca Van Assche;0,0;9,09;6,98;6,11;2025-0558-361;2025,0;False;
Abedallah Shelbayh;2025-05-26;Vicenza CH;Clay;C;L;R32;6-4 6-7(6) 3-0 RET;Jerome Kym;0,0;3,53;4,05;6,54;2025-7015-355;2025,0;False;
Abedallah Shelbayh;2025-05-19;Skopje CH;Clay;C;L;R32;6-4 7-5;Franco Agamenone;1,22;8,54;1,41;7,45;2025-2869-356;2025,0;False;
Abedallah Shelbayh;2025-04-21;Rome CH;Clay;C;L;R32;6-4 6-2;Dimitar Kuzmanov;0,0;4,05;5,66;8,22;2025-2151-361;2025,0;False;
Abedallah Shelbayh;2025-04-14;Oeiras 4 CH;Clay;C;L;Q1;7-5 4-6 7-5;Stefano Travaglia;1,85;4,63;2,73;6,35;2025-9514-343;2025,0;False;
Abedallah Shelbayh;2025-04-07;Madrid CH;Clay;C;L;Q1;7-5 6-4;Alex Marti Pujolras;3,95;3,95;1,45;6,91;2025-9687-343;2025,0;False;
Abedallah Shelbayh;2025-03-31;Barletta CH;Clay;C;L;R32;6-3 6-4;Valentin Royer;0,0;1,79;6,35;6,22;2025-7494-370;2025,0;False;
Abedallah Shelbayh;2025-03-24;Girona CH;Clay;C;L;Q1;6-1 6-2;Max Alcala Gurri;0,0;3,03;0,0;8,25;2025-2855-341;2025,0;False;
Abedallah Shelbayh;2025-03-17;Murcia CH;Clay;C;L;Q1;6-4 6-3;Raul Brancaccio;4,35;5,8;1,61;6,9;2025-9171-346;2025,0;False;
Abedallah Shelbayh;2025-02-17;Doha;Hard;A;L;R32;7-5 6-3;Botic Van De Zandschulp;1,56;6,25;5,0;6,4;2025-0451-356;2025,0;False;
Abedallah Shelbayh;2025-02-10;Tenerife 2 CH;Hard;C;L;QF;6-2 2-1 RET;Pablo Carreno Busta;6,67;13,33;16,67;6,0;2025-2839-380;2025,0;False;
Abedallah Shelbayh;2025-02-10;Tenerife 2 CH;Hard;C;W;R16;7-6(5) 2-6 6-4;Andres Andrade;4,85;4,85;1,8;6,87;2025-2839-374;2025,0;False;
Abedallah Shelbayh;2025-02-10;Tenerife 2 CH;Hard;C;W;R32;4-6 6-4 7-5;Vilius Gaubas;6,19;5,15;1,0;6,06;2025-2839-362;2025,0;False;
Abedallah Shelbayh;2025-02-03;Tenerife 1 CH;Hard;C;L;QF;4-6 7-6(2) 6-4;Henrique Rocha;4,35;4,35;1,8;7,19;2025-9623-380;2025,0;False;
Abedallah Shelbayh;2025-02-03;Tenerife 1 CH;Hard;C;W;R16;6-4 6-1;Lukas Pokorny;1,69;1,69;10,42;6,56;2025-9623-374;2025,0;False;
Abedallah Shelbayh;2025-02-03;Tenerife 1 CH;Hard;C;W;R32;6-7(5) 6-2 7-5;Ignacio Buse;3,33;1,67;4,88;7,5;2025-9623-361;2025,0;False;
Abedallah Shelbayh;2025-01-27;Koblenz CH;Hard;C;L;R16;6-3 6-2;Henri Squire;3,39;5,08;25,0;6,56;2025-7652-378;2025,0;False;
Abedallah Shelbayh;2025-01-27;Koblenz CH;Hard;C;W;R32;7-6(5) 6-4;Max Wiskandt;2,5;3,75;3,33;7,27;2025-7652-369;2025,0;False;
Abedallah Shelbayh;2025-01-20;Oeiras 3 CH;Hard;C;L;Q2;6-3 6-3;Daniel Rincon;3,23;8,06;6,52;6,89;2025-2979-349;2025,0;False;
Abedallah Shelbayh;2025-01-20;Oeiras 3 CH;Hard;C;W;Q1;6-1 6-1;Dino Molokova Ferreira;6,52;8,7;6,52;6,57;2025-2979-341;2025,0;False;
Abedallah Shelbayh;2025-01-13;Oeiras 2 CH;Hard;C;L;R32;6-2 6-3;Hamad Medjedovic;10,0;10,0;5,77;5,0;2025-2833-355;2025,0;False;
Abedallah Shelbayh;2025-01-06;Nottingham CH;Hard;C;L;R32;7-5 6-2;Lukas Pokorny;3,39;3,39;12,28;5,9;2025-2907-370;2025,0;False;
Abedallah Shelbayh;2024-11-25;Maia CH;Clay;C;L;R32;6-4 6-4;Alejandro Moro Canas;0,0;9,09;0,0;6,6;2024-8312-358;2024,0;False;
Abedallah Shelbayh;2024-11-18;Montemar CH;Clay;C;L;QF;6-3 7-5;Pol Martin Tiffon;1,45;8,7;4,48;6,27;2024-2955-380;2024,0;False;
Abedallah Shelbayh;2024-11-18;Montemar CH;Clay;C;W;R16;6-4 6-2;Damir Dzumhur;1,96;5,88;0,0;5,67;2024-2955-373;2024,0;False;
Abedallah Shelbayh;2024-11-18;Montemar CH;Clay;C;W;R32;1-1 RET;Andrea Pellegrino;0,0;0,0;0,0;5,0;2024-2955-360;2024,0;False;
Abedallah Shelbayh;2024-11-11;Lyon 2 CH;Hard;C;L;R32;6-4 6-7(2) 6-3;Loann Massard;6,6;3,77;5,77;7,07;2024-2963-356;2024,0;False;
Abedallah Shelbayh;2024-11-04;Helsinki CH;Hard;C;L;R32;6-2 6-1;Jerome Kym;2,44;4,88;7,14;5,86;2024-8310-363;2024,0;False;
Abedallah Shelbayh;2024-11-04;Helsinki CH;Hard;C;W;Q1;6-4 6-4;Norbert Gombos;4,35;4,35;7,14;6,9;2024-8310-348;2024,0;False;
Abedallah Shelbayh;2024-10-21;Brest CH;Hard;C;L;R32;6-1 6-1;Damir Dzumhur;4,76;7,14;4,17;6,0;2024-7341-355;2024,0;False;
Abedallah Shelbayh;2024-10-21;Brest CH;Hard;C;L;Q2;4-6 6-3 7-6(2);Alexis Gautier;3,15;3,15;8,6;8,47;2024-7341-352;2024,0;False;
Abedallah Shelbayh;2024-10-21;Brest CH;Hard;C;W;Q1;6-3 6-2;Thomas Deschamps;3,12;6,25;3,64;7,11;2024-7341-344;2024,0;False;
Abedallah Shelbayh;2024-10-14;St. Brieuc CH;Hard;C;L;R32;6-4 2-6 6-2;Robin Bertrand;5,97;2,99;5,13;5,15;2024-1796-372;2024,0;False;
Abedallah Shelbayh;2024-09-30;Tiburon CH;Hard;C;L;R16;4-6 7-6(2) 6-4;Eliot Spizzirri;4,13;8,26;5,05;7,56;2024-1768-390;2024,0;False;
Abedallah Shelbayh;2024-09-30;Tiburon CH;Hard;C;W;R32;6-4 7-6(2);Edas Butvilas;1,45;1,45;7,46;6,27;2024-1768-381;2024,0;False;
Abedallah Shelbayh;2024-09-23;Charleston CH;Hard;C;L;R16;6-3 6-0;Alexis Galarneau;2,22;4,44;0,0;5,62;2024-2803-389;2024,0;False;
Abedallah Shelbayh;2024-09-23;Charleston CH;Hard;C;W;R32;7-5 6-3;Johannus Monday;10,61;3,03;5,08;6,0;2024-2803-380;2024,0;False;
Abedallah Shelbayh;2024-09-16;Columbus CH;Hard;C;L;QF;7-5 6-1;Kyle Edmund;1,85;9,26;11,11;6,0;2024-8281-396;2024,0;False;
Abedallah Shelbayh;2024-09-16;Columbus CH;Hard;C;W;R16;6-4 6-4;Jack Anthrop;8,82;7,35;1,47;6,8;2024-8281-391;2024,0;False;
Abedallah Shelbayh;2024-09-16;Columbus CH;Hard;C;W;R32;6-1 6-0;Eliot Spizzirri;1,96;1,96;5,0;7,29;2024-8281-380;2024,0;False;
Abedallah Shelbayh;2024-09-09;Las Vegas CH;Hard;C;L;SF;6-3 3-6 6-4;Learner Tien;6,67;4,76;0,0;7,5;2024-7345-298;2024,0;False;
Abedallah Shelbayh;2024-09-09;Las Vegas CH;Hard;C;W;QF;6-4 3-6 6-2;Denis Kudla;6,76;8,11;8,11;5,29;2024-7345-294;2024,0;False;
Abedallah Shelbayh;2024-09-09;Las Vegas CH;Hard;C;W;R16;6-3 6-4;Marek Gengel;6,25;3,12;12,07;6,4;2024-7345-287;2024,0;False;
Abedallah Shelbayh;2024-09-09;Las Vegas CH;Hard;C;W;R32;6-3 3-6 7-5;Trey Hilderbrand;8,93;7,14;9,71;7,47;2024-7345-273;2024,0;False;
Abedallah Shelbayh;2024-08-26;Manacor CH;Hard;C;L;QF;2-6 7-5 6-2;Khumoyun Sultanov;7,32;3,66;8,14;5,86;2024-7973-297;2024,0;False;
Abedallah Shelbayh;2024-08-26;Manacor CH;Hard;C;W;R16;7-6(4) 6-4;Inaki Montes De La Torre;9,33;5,33;0,0;6,82;2024-7973-293;2024,0;False;
Abedallah Shelbayh;2024-08-26;Manacor CH;Hard;C;W;R32;7-6(1) 4-6 6-3;Naoya Honda;5,94;3,96;7,53;6,31;2024-7973-284;2024,0;False;
Abedallah Shelbayh;2024-08-26;US Open;Hard;G;L;Q2;3-6 7-5 6-1;Mitchell Krueger;1,28;1,28;3,75;5,57;2024-560-773;2024,0;False;
Abedallah Shelbayh;2024-07-22;Zug CH;Clay;C;L;QF;6-1 6-4;Roman Andres Burruchaga;0,0;5,56;4,55;6,75;2024-2785-397;2024,0;False;
Abedallah Shelbayh;2024-07-22;Zug CH;Clay;C;W;R16;6-4 6-2;Rudolf Molleker;6,41;0,0;3,23;8,67;2024-2785-387;2024,0;False;
Abedallah Shelbayh;2024-07-22;Zug CH;Clay;C;W;R32;4-6 6-3 7-6(8);Jakub Paul;3,88;7,77;1,05;6,44;2024-2785-371;2024,0;False;
Abedallah Shelbayh;2024-07-15;Hamburg;Clay;A;L;Q1;6-4 7-5;Francisco Comesana;2,2;0,0;4,29;8,27;2024-0414-248;2024,0;False;
Abedallah Shelbayh;2024-07-08;Iasi CH;Clay;C;L;R16;6-4 6-4;Hugo Dellien;3,28;6,56;5,0;6,1;2024-8394-391;2024,0;False;
Abedallah Shelbayh;2024-07-08;Iasi CH;Clay;C;W;R32;6-0 7-6(6);Sebastian Gima;2,82;7,04;1,3;7,89;2024-8394-372;2024,0;False;
Abedallah Shelbayh;2024-07-01;Karlsruhe CH;Clay;C;L;R16;7-6(6) 6-3;Daniel Masur;3,41;6,82;4,48;8,8;2024-2879-289;2024,0;False;
Abedallah Shelbayh;2024-07-01;Karlsruhe CH;Clay;C;W;R32;6-2 6-3;Denis Yevseyev;5,36;5,36;2,44;6,22;2024-2879-277;2024,0;False;
Abedallah Shelbayh;2024-06-24;Mallorca;Grass;A;L;Q2;6-4 3-6 6-2;Maximilian Marterer;3,53;11,76;3,33;6,07;2024-8994-253;2024,0;False;
Abedallah Shelbayh;2024-06-24;Mallorca;Grass;A;W;Q1;7-6(2) 7-6(4);Ramkumar Ramanathan;8,43;7,23;10,11;6,92;2024-8994-247;2024,0;False;
Abedallah Shelbayh;2024-06-03;Tyler CH;Hard;C;L;QF;6-2 7-5;James Trotter;5,66;1,89;14,29;5,3;2024-2873-295;2024,0;False;
Abedallah Shelbayh;2024-06-03;Tyler CH;Hard;C;W;R16;6-2 6-3;Bruno Kuzuhara;9,62;7,69;0,0;5,78;2024-2873-289;2024,0;False;
Abedallah Shelbayh;2024-06-03;Tyler CH;Hard;C;W;R32;7-5 6-1;Ramkumar Ramanathan;16,39;8,2;7,84;6,1;2024-2873-277;2024,0;False;
Abedallah Shelbayh;2024-05-27;Little Rock CH;Hard;C;L;SF;3-6 6-1 6-4;Mitchell Krueger;2,63;5,26;11,63;5,85;2024-9188-299;2024,0;False;
Abedallah Shelbayh;2024-05-27;Little Rock CH;Hard;C;W;QF;7-6(4) 2-6 7-5;Brandon Holt;5,94;6,93;4,32;6,31;2024-9188-296;2024,0;False;
Abedallah Shelbayh;2024-05-27;Little Rock CH;Hard;C;W;R16;6-4 3-6 6-4;Cooper Williams;8,43;6,02;4,44;5,93;2024-9188-290;2024,0;False;
Abedallah Shelbayh;2024-05-27;Little Rock CH;Hard;C;W;R32;7-6(4) 6-2;Blaise Bicknell;4,41;7,35;2,78;6,8;2024-9188-278;2024,0;False;
Abedallah Shelbayh;2024-05-20;Geneva;Clay;A;L;Q2;6-3 3-6 6-3;Aleksandar Kovacevic;4,76;1,19;8,14;6,46;2024-0322-253;2024,0;False;
Abedallah Shelbayh;2024-05-20;Geneva;Clay;A;W;Q1;6-2 6-4;Damien Wenger;0,0;2,17;1,52;5,11;2024-0322-247;2024,0;False;
Abedallah Shelbayh;2024-04-22;Madrid Masters;Clay;M;L;Q2;6-2 6-2;Corentin Moutet;4,88;2,44;7,84;5,12;2024-1536-136;2024,0;False;
Abedallah Shelbayh;2024-04-22;Madrid Masters;Clay;M;W;Q1;6-1 1-6 6-1;Vit Kopriva;0,0;2,94;1,32;6,18;2024-1536-117;2024,0;False;
Abedallah Shelbayh;2024-04-15;Barcelona;Clay;A;L;Q1;6-2 6-1;Juncheng Shang;0,0;9,52;7,69;6,0;2024-0425-216;2024,0;False;
Abedallah Shelbayh;2024-04-08;Madrid CH;Clay;C;L;R32;6-1 1-6 6-2;Albert Ramos;3,75;5,0;1,82;7,27;2024-9687-270;2024,0;False;
Abedallah Shelbayh;2024-04-08;Madrid CH;Clay;C;W;Q2;6-4 3-6 6-1;Javier Barranco Cosano;0,92;4,59;1,41;8,38;2024-9687-252;2024,0;False;
Abedallah Shelbayh;2024-04-08;Madrid CH;Clay;C;W;Q1;7-6(6) 7-6(7);Miguel Damas;1,08;8,6;3,0;7,75;2024-9687-244;2024,0;False;
Abedallah Shelbayh;2024-04-01;Marrakech;Clay;A;L;R32;6-1 6-4;Flavio Cobolli;1,85;1,85;6,98;6,75;2024-0360-282;2024,0;False;
Abedallah Shelbayh;2024-03-25;Girona CH;Clay;C;L;R32;4-6 6-3 6-4;Nicolas Moreno De Alboran;3,12;2,08;3,96;6,86;2024-2855-275;2024,0;False;
Abedallah Shelbayh;2024-03-25;Girona CH;Clay;C;W;Q2;4-6 7-6(1) 6-3;David Jorda Sanchis;0,79;7,14;3,6;7,88;2024-2855-251;2024,0;False;
Abedallah Shelbayh;2024-03-25;Girona CH;Clay;C;W;Q1;7-6(8) 6-4;Toby Alex Kodat;3,66;3,66;4,49;7,45;2024-2855-242;2024,0;False;
Abedallah Shelbayh;2024-03-11;Szekesfehervar CH;Clay;C;L;R32;7-6(2) 6-0;Franco Agamenone;3,64;5,45;3,51;6,11;2024-2827-275;2024,0;False;
Abedallah Shelbayh;2024-02-26;Dubai;Hard;A;L;R32;7-5 2-0 RET;Tallon Griekspoor;6,0;14,0;10,0;7,14;2024-0495-276;2024,0;False;
Abedallah Shelbayh;2024-02-19;Doha;Hard;A;L;R32;3-6 6-3 6-4;Alexei Popyrin;3,12;2,08;12,35;6,86;2024-0451-276;2024,0;False;
Abedallah Shelbayh;2024-02-12;Manama CH;Hard;C;L;QF;6-4 6-4;Mikhail Kukushkin;14,55;3,64;1,61;5,5;2024-9635-294;2024,0;False;
Abedallah Shelbayh;2024-02-12;Manama CH;Hard;C;W;R16;3-6 7-6(5) 6-0;Fabio Fognini;4,71;4,71;5,75;6,54;2024-9635-286;2024,0;False;
Abedallah Shelbayh;2024-02-12;Manama CH;Hard;C;W;R32;7-6(4) 6-3;Jozef Kovalik;10,0;2,86;4,49;6,36;2024-9635-271;2024,0;False;
Abedallah Shelbayh;2024-02-05;Nottingham CH;Hard;C;L;QF;7-6(0) 6-3;Alexander Blockx;5,75;4,6;5,33;8,7;2024-2907-295;2024,0;False;
