Player;Date;Tournament;Surface;Level;Result;Round;Score;Opponent;A%;DF%;vA%;Pts/SG;MatchID;Year;IsTop100;Rank
Holger Rune;2023-05-08;Rome Masters;Clay;M;W;QF;6-2 4-6 6-2;Novak Djokovic;3,85;2,56;5,19;6,0;2023-0416-297;2023,0;True;
Holger Rune;2023-05-08;Rome Masters;Clay;M;W;R16;6-4 5-7 6-4;Alexei Popyrin;2,08;4,17;9,17;6,0;2023-0416-292;2023,0;True;
Holger Rune;2023-05-08;Rome Masters;Clay;M;W;R32;6-4 6-2;Fabio Fognini;5,66;5,66;1,96;5,89;2023-0416-282;2023,0;True;
Holger Rune;2023-05-08;Rome Masters;Clay;M;W;R64;6-3 6-3;Arthur Fils;3,77;3,77;1,59;5,89;2023-0416-262;2023,0;True;
Holger Rune;2023-04-24;Madrid Masters;Clay;M;L;R32;7-6(1) 5-7 7-6(5);Alejandro Davidovich Fokina;5,31;1,77;1,63;6,28;2023-1536-278;2023,0;True;
Holger Rune;2023-04-24;Madrid Masters;Clay;M;W;R64;6-1 4-6 7-6(9);Alexander Bublik;8,14;4,65;13,27;6,14;2023-1536-254;2023,0;True;
Holger Rune;2023-04-17;Munich;Clay;A;W;F;6-4 1-6 7-6(3);Botic Van De Zandschulp;4,17;7,29;2,65;6,86;2023-0308-300;2023,0;True;
Holger Rune;2023-04-17;Munich;Clay;A;W;SF;6-3 6-2;Christopher Oconnell;4,69;4,69;2,27;7,11;2023-0308-299;2023,0;True;
Holger Rune;2023-04-17;Munich;Clay;A;W;QF;6-2 6-4;Cristian Garin;2,94;5,88;1,72;7,56;2023-0308-297;2023,0;True;
Holger Rune;2023-04-17;Munich;Clay;A;W;R16;6-3 6-4;Yannick Hanfmann;3,45;6,9;0,0;5,8;2023-0308-293;2023,0;True;
Holger Rune;2023-04-10;Monte Carlo Masters;Clay;M;L;F;5-7 6-2 7-5;Andrey Rublev;5,36;8,04;5,26;7,0;2023-0410-300;2023,0;True;
Holger Rune;2023-04-10;Monte Carlo Masters;Clay;M;W;SF;1-6 7-5 7-5;Jannik Sinner;4,65;5,81;0,0;5,73;2023-0410-299;2023,0;True;
Holger Rune;2023-04-10;Monte Carlo Masters;Clay;M;W;QF;6-3 6-4;Daniil Medvedev;1,92;3,85;1,72;5,2;2023-0410-296;2023,0;True;
Holger Rune;2023-04-10;Monte Carlo Masters;Clay;M;W;R32;6-2 6-4;Dominic Thiem;0,0;5,36;3,45;6,22;2023-0410-278;2023,0;True;
Holger Rune;2023-03-20;Miami Masters;Hard;M;L;R16;6-3 6-4;Taylor Fritz;6,9;8,62;11,94;6,44;2023-0403-292;2023,0;True;
Holger Rune;2023-03-20;Miami Masters;Hard;M;W;R32;6-4 6-2;Diego Schwartzman;11,67;6,67;1,75;6,67;2023-0403-282;2023,0;True;
Holger Rune;2023-03-20;Miami Masters;Hard;M;W;R64;6-3 7-5;Marton Fucsovics;11,11;0,0;4,76;5,4;2023-0403-262;2023,0;True;
Holger Rune;2023-03-06;Indian Wells Masters;Hard;M;L;R32;6-2 6-7(5) 7-5;Stan Wawrinka;5,45;5,45;11,76;6,88;2023-0404-278;2023,0;True;
Holger Rune;2023-03-06;Indian Wells Masters;Hard;M;W;R64;7-5 6-3;Mackenzie Mcdonald;4,69;4,69;3,92;5,82;2023-0404-254;2023,0;True;
Holger Rune;2023-02-27;Acapulco;Hard;A;L;SF;3-6 7-5 6-2;Alex De Minaur;3,57;4,46;3,03;7,47;2023-0807-298;2023,0;True;
Holger Rune;2023-02-27;Acapulco;Hard;A;W;QF;6-0 1-0 RET;Matteo Berrettini;5,56;0,0;5,88;4,5;2023-0807-295;2023,0;True;
Holger Rune;2023-02-27;Acapulco;Hard;A;W;R16;6-0 6-2;Nuno Borges;17,07;2,44;2,27;5,86;2023-0807-288;2023,0;True;
Holger Rune;2023-02-27;Acapulco;Hard;A;W;R32;6-7(7) 6-4 6-2;Ben Shelton;5,81;6,98;9,38;5,73;2023-0807-274;2023,0;True;
Holger Rune;2023-02-13;Rotterdam;Hard;A;L;R16;6-4 4-0 RET;Gijs Brouwer;7,02;8,77;9,26;8,14;2023-0407-291;2023,0;True;
Holger Rune;2023-02-13;Rotterdam;Hard;A;W;R32;6-4 6-4;Constant Lestienne;7,69;3,85;1,52;5,2;2023-0407-281;2023,0;True;
Holger Rune;2023-02-06;Montpellier;Hard;A;L;SF;7-5 6-7(3) 7-6(4);Maxime Cressy;7,69;2,88;15,0;5,78;2023-0375-299;2023,0;True;
Holger Rune;2023-02-06;Montpellier;Hard;A;W;QF;7-6(2) 7-6(5);Gregoire Barrere;9,09;1,3;2,15;6,42;2023-0375-297;2023,0;True;
Holger Rune;2023-02-06;Montpellier;Hard;A;W;R16;7-6(5) 6-2;Marc Andrea Huesler;12,28;0,0;2,53;5,7;2023-0375-293;2023,0;True;
Holger Rune;2023-02-03;Davis Cup WG1 PO: IND vs DEN;Hard;D;W;RR;6-2 6-2;Yuki Bhambri;8,11;2,7;0,0;4,62;2023-M-DC-2023-WG1-PO-IND-DEN-01-001;2023,0;True;
Holger Rune;2023-01-16;Australian Open;Hard;G;L;R16;6-3 3-6 6-3 4-6 7-6(9);Andrey Rublev;4,88;7,32;13,58;6,83;2023-580-216;2023,0;True;
Holger Rune;2023-01-16;Australian Open;Hard;G;W;R32;6-4 6-2 7-6(5);Ugo Humbert;5,49;2,2;9,89;6,07;2023-580-205;2023,0;True;
Holger Rune;2023-01-16;Australian Open;Hard;G;W;R64;7-5 6-4 6-4;Maxime Cressy;10,87;5,43;11,9;5,75;2023-580-183;2023,0;True;
Holger Rune;2023-01-16;Australian Open;Hard;G;W;R128;6-2 6-3 6-4;Filip Krajinovic;13,25;4,82;4,26;5,93;2023-580-139;2023,0;True;
Holger Rune;2023-01-02;Adelaide 1;Hard;A;L;R32;2-6 6-4 6-4;Yoshihito Nishioka;14,74;8,42;0,0;6,79;2023-2843-273;2023,0;True;
Holger Rune;2022-10-31;Paris Masters;Hard;M;W;F;3-6 6-3 7-5;Novak Djokovic;5,5;6,42;10,0;7,27;2022-0352-300;2022,0;True;
Holger Rune;2022-10-31;Paris Masters;Hard;M;W;SF;6-4 6-2;Felix Auger Aliassime;10,64;2,13;6,25;5,22;2022-0352-299;2022,0;True;
Holger Rune;2022-10-31;Paris Masters;Hard;M;W;QF;6-3 6-6 RET;Carlos Alcaraz;6,94;4,17;5,0;6,55;2022-0352-297;2022,0;True;
Holger Rune;2022-10-31;Paris Masters;Hard;M;W;R16;6-4 7-5;Andrey Rublev;9,72;5,56;14,29;6,55;2022-0352-292;2022,0;True;
Holger Rune;2022-10-31;Paris Masters;Hard;M;W;R32;7-5 6-1;Hubert Hurkacz;6,12;2,04;16,67;5,44;2022-0352-283;2022,0;True;
Holger Rune;2022-10-31;Paris Masters;Hard;M;W;R64;4-6 7-5 7-6(3);Stan Wawrinka;9,8;6,86;1,92;6,0;2022-0352-264;2022,0;True;
Holger Rune;2022-10-24;Basel;Hard;A;L;F;6-3 7-5;Felix Auger Aliassime;5,88;0,0;17,46;6,8;2022-0328-300;2022,0;True;
Holger Rune;2022-10-24;Basel;Hard;A;W;SF;7-6(1) 7-6(6);Roberto Bautista Agut;12,36;1,12;2,74;7,42;2022-0328-298;2022,0;True;
Holger Rune;2022-10-24;Basel;Hard;A;W;QF;7-6(0) 6-2;Arthur Rinderknech;5,36;1,79;12,07;5,6;2022-0328-295;2022,0;True;
Holger Rune;2022-10-24;Basel;Hard;A;W;R16;6-4 6-2;Ugo Humbert;9,8;5,88;5,56;5,67;2022-0328-289;2022,0;True;
Holger Rune;2022-10-24;Basel;Hard;A;W;R32;6-2 7-5;Alex De Minaur;12,31;3,08;1,75;6,5;2022-0328-277;2022,0;True;
Holger Rune;2022-10-17;Stockholm;Hard;A;W;F;6-4 6-4;Stefanos Tsitsipas;5,17;0,0;4,69;5,8;2022-0429-300;2022,0;True;
Holger Rune;2022-10-17;Stockholm;Hard;A;W;SF;4-6 7-6(1) 7-5;Alex De Minaur;2,97;2,97;2,52;5,94;2022-0429-298;2022,0;True;
Holger Rune;2022-10-17;Stockholm;Hard;A;W;QF;6-7(4) 6-3 6-3;Cameron Norrie;13,75;3,75;4,21;5,33;2022-0429-294;2022,0;True;
Holger Rune;2022-10-17;Stockholm;Hard;A;W;R16;7-6(2) 6-1;Cristian Garin;12,07;1,72;0,0;5,8;2022-0429-287;2022,0;True;
Holger Rune;2022-10-17;Stockholm;Hard;A;W;R32;7-5 6-2;Thiago Monteiro;5,88;0,0;9,09;5,1;2022-0429-273;2022,0;True;
Holger Rune;2022-09-26;Sofia;Hard;A;L;F;6-4 7-6(8);Marc Andrea Huesler;15,28;2,78;8,75;6,55;2022-7434-300;2022,0;True;
Holger Rune;2022-09-26;Sofia;Hard;A;W;SF;5-7 6-4 5-2 RET;Jannik Sinner;6,86;4,9;13,75;7,29;2022-7434-299;2022,0;True;
Holger Rune;2022-09-26;Sofia;Hard;A;W;QF;6-2 5-7 6-4;Ilya Ivashka;4,76;3,57;2,86;5,6;2022-7434-296;2022,0;True;
Holger Rune;2022-09-26;Sofia;Hard;A;W;R16;6-7(1) 6-4 6-3;Lorenzo Sonego;6,02;1,2;8,7;5,19;2022-7434-290;2022,0;True;
Holger Rune;2022-09-26;Sofia;Hard;A;W;R32;7-6(2) 7-6(6);Tim Van Rijthoven;10,14;5,8;10,71;5,75;2022-7434-278;2022,0;True;
Holger Rune;2022-09-19;Metz;Hard;A;L;QF;6-3 5-7 6-4;Alexander Bublik;3,53;7,06;15,62;5,67;2022-0341-296;2022,0;True;
Holger Rune;2022-09-19;Metz;Hard;A;W;R16;6-4 4-1 RET;Benjamin Bonzi;7,89;2,63;3,85;5,43;2022-0341-291;2022,0;True;
Holger Rune;2022-08-29;US Open;Hard;G;L;R32;7-5 6-4 6-1;Cameron Norrie;4,04;8,08;8,24;6,6;2022-560-208;2022,0;True;
Holger Rune;2022-08-29;US Open;Hard;G;W;R128;6-2 6-4 7-6(5);Peter Gojowczyk;6,42;11,01;8,26;7,27;2022-560-151;2022,0;True;
Holger Rune;2022-08-15;Cincinnati Masters;Hard;M;L;R64;7-6(5) 4-6 6-4;Cameron Norrie;11,88;8,91;5,0;6,31;2022-0422-250;2022,0;True;
Holger Rune;2022-08-08;Canada Masters;Hard;M;L;R32;6-0 6-3;Pablo Carreno Busta;6,67;6,67;10,53;5,62;2022-0421-276;2022,0;True;
Holger Rune;2022-08-08;Canada Masters;Hard;M;W;R64;6-3 7-5;Fabio Fognini;6,41;3,85;1,54;7,09;2022-0421-251;2022,0;True;
Holger Rune;2022-08-01;Washington;Hard;A;L;R16;7-5 4-6 6-3;J J Wolf;9,71;9,71;8,16;6,87;2022-0418-292;2022,0;True;
Holger Rune;2022-08-01;Washington;Hard;A;W;R32;6-3 6-2;Benoit Paire;6,06;4,55;11,32;7,33;2022-0418-283;2022,0;True;
Holger Rune;2022-07-25;Umag;Clay;A;L;R16;3-6 6-3 6-2;Bernabe Zapata Miralles;4,05;9,46;2,33;5,69;2022-0439-291;2022,0;True;
Holger Rune;2022-07-18;Hamburg;Clay;A;L;R32;7-6(8) 7-5;Tallon Griekspoor;1,12;4,49;9,72;7,42;2022-0414-278;2022,0;True;
Holger Rune;2022-07-11;Bastad;Clay;A;L;R32;6-3 6-4;Marc Andrea Huesler;6,25;4,17;17,86;5,33;2022-0316-273;2022,0;True;
Holger Rune;2022-06-27;Wimbledon;Grass;G;L;R128;6-3 7-5 6-4;Marcos Giron;8,33;4,63;8,25;7,2;2022-540-152;2022,0;True;
Holger Rune;2022-06-20;Eastbourne;Grass;A;L;R32;4-6 7-6(5) 6-1;Ryan Peniston;3,49;2,33;1,22;6,14;2022-0741-279;2022,0;True;
Holger Rune;2022-06-13;Halle;Grass;A;L;R32;6-3 7-6(5);Pablo Carreno Busta;8,33;4,17;2,44;7,2;2022-0500-273;2022,0;True;
Holger Rune;2022-05-23;Roland Garros;Clay;G;L;QF;6-1 4-6 7-6(2) 6-3;Casper Ruud;0,7;2,8;11,02;7,94;2022-520-222;2022,0;True;
Holger Rune;2022-05-23;Roland Garros;Clay;G;W;R16;7-5 3-6 6-3 6-4;Stefanos Tsitsipas;3,08;3,08;6,56;6,5;2022-520-217;2022,0;True;
Holger Rune;2022-05-23;Roland Garros;Clay;G;W;R32;6-3 6-3 6-3;Hugo Gaston;2,3;5,75;6,25;6,21;2022-520-206;2022,0;True;
Holger Rune;2022-05-23;Roland Garros;Clay;G;W;R64;6-2 6-3 6-3;Henri Laaksonen;8,33;5,56;3,41;5,54;2022-520-184;2022,0;True;
Holger Rune;2022-05-23;Roland Garros;Clay;G;W;R128;6-3 6-1 7-6(4);Denis Shapovalov;0,0;0,0;7,79;6,29;2022-520-140;2022,0;True;
Holger Rune;2022-05-16;Lyon;Clay;A;L;SF;6-2 5-7 6-4;Cameron Norrie;3,75;5,0;7,59;5,33;2022-7694-299;2022,0;True;
Holger Rune;2022-05-16;Lyon;Clay;A;W;QF;3-6 6-3 6-4;Manuel Guinard;6,33;6,33;3,92;5,64;2022-7694-296;2022,0;True;
Holger Rune;2022-05-16;Lyon;Clay;A;W;R16;6-4 6-3;Adrian Mannarino;6,15;4,62;4,05;7,22;2022-7694-290;2022,0;True;
Holger Rune;2022-05-16;Lyon;Clay;A;W;R32;7-6(4) 7-6(3);Arthur Rinderknech;5,26;1,32;6,74;6,33;2022-7694-279;2022,0;True;
Holger Rune;2022-05-09;Rome Masters;Clay;M;L;Q1;6-1 1-6 6-3;Hugo Dellien;0,0;0,0;0,0;5,91;2022-0416-197;2022,0;True;
Holger Rune;2022-04-25;Munich;Clay;A;W;F;3-4 RET;Botic Van De Zandschulp;0,0;0,0;0,0;7,33;2022-0308-300;2022,0;True;
Holger Rune;2022-04-25;Munich;Clay;A;W;SF;6-4 6-4;Oscar Otte;7,02;1,75;4,35;5,7;2022-0308-299;2022,0;True;
Holger Rune;2022-04-25;Munich;Clay;A;W;QF;6-0 6-2;Emil Ruusuvuori;7,5;2,5;2,17;5,71;2022-0308-297;2022,0;True;
Holger Rune;2022-04-25;Munich;Clay;A;W;R16;6-3 6-2;Alexander Zverev;1,32;0,0;0,0;8,44;2022-0308-293;2022,0;True;
Holger Rune;2022-04-25;Munich;Clay;A;W;R32;7-6(4) 6-3;Jiri Lehecka;4,76;3,17;2,82;5,73;2022-0308-284;2022,0;True;
Holger Rune;2022-04-18;Belgrade ;Clay;A;L;R16;6-3 6-7(1) 6-3;Taro Daniel;4,6;5,75;3,64;6,21;2022-5053-287;2022,0;True;
Holger Rune;2022-04-18;Belgrade ;Clay;A;W;R32;6-3 6-1;Cristian Garin;3,92;3,92;0,0;6,38;2022-5053-273;2022,0;True;
Holger Rune;2022-04-11;Monte Carlo Masters;Clay;M;L;R32;7-6(5) 7-5;Casper Ruud;0,0;5,19;2,5;6,42;2022-0410-281;2022,0;True;
Holger Rune;2022-04-11;Monte Carlo Masters;Clay;M;W;R64;7-6(1) 4-6 6-3;Aslan Karatsev;4,3;4,3;0,93;6,2;2022-0410-260;2022,0;True;
Holger Rune;2022-04-11;Monte Carlo Masters;Clay;M;W;Q2;6-3 7-5;Maxime Cressy;6,0;4,0;5,33;5,0;2022-0410-201;2022,0;True;
Holger Rune;2022-04-11;Monte Carlo Masters;Clay;M;W;Q1;6-2 6-3;Radu Albot;6,0;4,0;0,0;6,25;2022-0410-188;2022,0;True;
Holger Rune;2022-04-04;Sanremo CH;Clay;C;W;F;6-1 2-6 6-4;Francesco Passaro;2,27;4,55;1,25;7,33;2022-9685-300;2022,0;True;
Holger Rune;2022-04-04;Sanremo CH;Clay;C;W;SF;6-4 6-1;Andrea Arnaboldi;2,38;0,0;0,0;5,25;2022-9685-299;2022,0;True;
Holger Rune;2022-04-04;Sanremo CH;Clay;C;W;QF;6-3 6-0;Matteo Gigante;9,76;2,44;4,88;5,12;2022-9685-297;2022,0;True;
Holger Rune;2022-04-04;Sanremo CH;Clay;C;W;R16;6-3 6-2;Nerman Fatic;2,08;2,08;0,0;6,0;2022-9685-293;2022,0;True;
Holger Rune;2022-04-04;Sanremo CH;Clay;C;W;R32;6-3 7-6(12);Evgeny Tyurnev;2,47;0,0;10,13;8,1;2022-9685-285;2022,0;True;
Holger Rune;2022-03-21;Miami Masters;Hard;M;L;Q1;6-1 0-0 RET;Shintaro Mochizuki;0,0;9,38;0,0;8,0;2022-0403-128;2022,0;True;
Holger Rune;2022-03-07;Indian Wells Masters;Hard;M;L;R64;6-3 4-6 6-4;Matteo Berrettini;6,49;5,19;13,98;5,5;2022-0404-253;2022,0;True;
Holger Rune;2022-03-07;Indian Wells Masters;Hard;M;W;R128;6-3 6-2;Ugo Humbert;0,0;4,88;5,88;5,12;2022-0404-204;2022,0;True;
Holger Rune;2022-03-07;Indian Wells Masters;Hard;M;W;Q2;6-4 6-2;Stefan Kozlov;1,67;5,0;1,61;6,67;2022-0404-140;2022,0;True;
Holger Rune;2022-03-07;Indian Wells Masters;Hard;M;W;Q1;6-4 3-6 6-3;Mitchell Krueger;9,86;11,27;0,0;5,07;2022-0404-126;2022,0;True;
Holger Rune;2022-02-21;Santiago;Clay;A;L;R32;6-4 6-4;Matheus Pucinelli De Almeida;0,0;10,39;3,45;7,7;2022-8996-283;2022,0;True;
Holger Rune;2022-02-14;Marseille;Hard;A;L;R16;6-3 7-6(1);Aslan Karatsev;1,33;4,0;2,02;7,5;2022-0496-288;2022,0;True;
Holger Rune;2022-02-14;Marseille;Hard;A;W;R32;1-6 6-3 6-4;Zizou Bergs;0,0;3,61;7,14;6,38;2022-0496-275;2022,0;True;
Holger Rune;2022-02-07;Buenos Aires;Clay;A;L;R32;7-6(4) 6-3;Sebastian Baez;2,7;2,7;1,41;7,4;2022-0506-275;2022,0;True;
Holger Rune;2022-01-31;Cordoba;Clay;A;L;R32;6-2 6-4;Roberto Carballes Baena;1,89;9,43;5,26;5,89;2022-9158-275;2022,0;True;
Holger Rune;2022-01-17;Australian Open;Hard;G;L;R128;3-6 6-4 3-6 6-3 6-2;Soon Woo Kwon;8,96;5,97;10,27;6,09;2022-580-122;2022,0;True;
Holger Rune;2022-01-10;Adelaide 2;Hard;A;L;Q1;7-5 6-3;Corentin Moutet;5,63;8,45;0,0;6,45;2022-9667-233;2022,0;True;
Holger Rune;2022-01-03;Adelaide 1;Hard;A;L;R32;7-6(6) 6-4;Corentin Moutet;4,69;6,25;2,6;5,82;2022-8998-276;2022,0;True;
Holger Rune;2022-01-03;Adelaide 1;Hard;A;W;Q2;6-2 6-3;Juan Pablo Varillas;8,7;6,52;4,0;5,11;2022-8998-237;2022,0;True;
Holger Rune;2022-01-03;Adelaide 1;Hard;A;W;Q1;6-4 7-6(7);Ramkumar Ramanathan;8,33;4,17;14,29;6,55;2022-8998-232;2022,0;True;
Holger Rune;2021-11-22;Bari CH;Hard;C;L;R32;6-4 1-0 RET;Andrea Arnaboldi;6,25;15,62;0,0;5,33;2021-9631-270;2021,0;True;
Holger Rune;2021-11-15;Pau CH;Hard;C;L;SF;3-6 6-3 6-4;Jiri Lehecka;2,56;1,28;4,26;5,57;2021-9162-298;2021,0;True;
Holger Rune;2021-11-15;Pau CH;Hard;C;W;QF;6-2 6-2;Maxime Cressy;4,08;6,12;12,28;6,12;2021-9162-294;2021,0;True;
Holger Rune;2021-11-15;Pau CH;Hard;C;W;R16;6-2 6-2;Sebastian Fanselow;4,65;2,33;2,38;5,38;2021-9162-286;2021,0;True;
Holger Rune;2021-11-15;Pau CH;Hard;C;W;R32;6-0 7-5;Julien Cagnina;2,17;0,0;8,47;5,11;2021-9162-270;2021,0;True;
Holger Rune;2021-11-08;NextGen Finals;Hard;A;W;RR;4-1 4-2 1-4 4-1;Juan Manuel Cerundolo;7,02;8,77;1,64;5,18;2021-7696-292;2021,0;True;
Holger Rune;2021-11-08;NextGen Finals;Hard;A;L;RR;3-4(3) 4-1 4-1 4-3(1);Brandon Nakashima;12,33;12,33;7,25;6,64;2021-7696-293;2021,0;True;
Holger Rune;2021-11-08;NextGen Finals;Hard;A;L;RR;4-3(6) 4-2 4-0;Carlos Alcaraz;3,77;1,89;18,37;6,62;2021-7696-295;2021,0;True;
Holger Rune;2021-11-01;Bergamo CH;Hard;C;W;F;7-5 7-6(6);Cem Ilkel;8,05;3,45;7,32;7,25;2021-0854-300;2021,0;True;
Holger Rune;2021-11-01;Bergamo CH;Hard;C;W;SF;7-5 1-6 6-4;Alex Molcan;6,25;2,5;6,59;5,71;2021-0854-299;2021,0;True;
Holger Rune;2021-11-01;Bergamo CH;Hard;C;W;QF;7-6(9) 2-6 6-1;Damir Dzumhur;6,1;2,44;1,28;5,86;2021-0854-296;2021,0;True;
Holger Rune;2021-11-01;Bergamo CH;Hard;C;W;R16;5-7 6-4 6-2;Filip Horansky;6,82;4,55;6,25;5,87;2021-0854-291;2021,0;True;
Holger Rune;2021-11-01;Bergamo CH;Hard;C;W;R32;6-3 6-4;Mathias Bourgue;7,81;4,69;8,45;6,4;2021-0854-281;2021,0;True;
Holger Rune;2021-10-25;Brest CH;Hard;C;L;R16;6-4 6-4;Henri Laaksonen;5,56;4,44;21,31;9,0;2021-7341-290;2021,0;True;
Holger Rune;2021-10-25;Brest CH;Hard;C;W;R32;6-3 6-3;Zdenek Kolar;10,2;0,0;7,69;5,44;2021-7341-279;2021,0;True;
Holger Rune;2021-10-18;Antwerp;Hard;A;L;Q1;6-3 6-4;Pierre Hugues Herbert;1,89;3,77;16,36;5,89;2021-7485-247;2021,0;True;
Holger Rune;2021-10-04;Indian Wells Masters;Hard;M;L;R128;6-4 6-1;Ernesto Escobedo;7,14;4,76;3,77;5,25;2021-0404-180;2021,0;True;
Holger Rune;2021-09-27;Orleans CH;Hard;C;L;QF;6-3 6-4;Henri Laaksonen;1,59;6,35;11,48;7,0;2021-2273-294;2021,0;True;
Holger Rune;2021-09-27;Orleans CH;Hard;C;W;R16;6-2 6-4;Ricardas Berankis;9,68;9,68;9,84;6,89;2021-2273-287;2021,0;True;
Holger Rune;2021-09-27;Orleans CH;Hard;C;W;R32;6-4 6-0;Gilles Simon;2,27;11,36;6,82;5,5;2021-2273-273;2021,0;True;
Holger Rune;2021-09-20;Metz;Hard;A;L;QF;6-4 3-6 6-4;Pablo Carreno Busta;8,51;3,19;10,47;6,27;2021-0341-294;2021,0;True;
Holger Rune;2021-09-20;Metz;Hard;A;W;R16;6-7(6) 6-4 6-4;Lorenzo Sonego;6,59;3,3;3,6;5,69;2021-0341-287;2021,0;True;
Holger Rune;2021-09-20;Metz;Hard;A;W;R32;6-0 6-0;Bernabe Zapata Miralles;10,81;5,41;4,17;6,17;2021-0341-272;2021,0;True;
Holger Rune;2021-09-20;Metz;Hard;A;W;Q2;5-7 6-3 7-5;Philipp Kohlschreiber;3,49;0,0;1,16;5,06;2021-0341-252;2021,0;True;
Holger Rune;2021-09-20;Metz;Hard;A;W;Q1;3-6 6-3 6-4;Thomas Fabbiano;13,75;5,0;2,68;5,71;2021-0341-245;2021,0;True;
Holger Rune;2021-09-13;Szczecin CH;Clay;C;L;QF;7-6(5) 6-1;Kamil Majchrzak;0,0;6,67;0,0;6,67;2021-0448-294;2021,0;True;
Holger Rune;2021-09-13;Szczecin CH;Clay;C;W;R16;6-1 6-1;Pablo Andujar;5,88;0,0;0,0;4,86;2021-0448-286;2021,0;True;
Holger Rune;2021-09-13;Szczecin CH;Clay;C;W;R32;6-3 7-5;Taro Daniel;3,17;4,76;3,64;5,73;2021-0448-271;2021,0;True;
Holger Rune;2021-09-06;Tulln CH;Clay;C;L;R32;3-6 6-4 6-2;Kamil Majchrzak;1,25;8,75;9,59;6,15;2021-9556-281;2021,0;True;
Holger Rune;2021-08-30;US Open;Hard;G;L;R128;6-1 6-7(5) 6-2 6-1;Novak Djokovic;1,08;4,3;17,53;5,47;2021-560-100;2021,0;True;
Holger Rune;2021-08-16;Verona CH;Clay;C;W;F;6-4 6-2;Nino Serdarusic;7,25;4,35;6,67;7,67;2021-9544-300;2021,0;True;
Holger Rune;2021-08-16;Verona CH;Clay;C;W;SF;6-2 6-1;Carlos Taberner;6,38;2,13;0,0;5,88;2021-9544-299;2021,0;True;
Holger Rune;2021-08-16;Verona CH;Clay;C;W;QF;6-3 6-2;Riccardo Bonadio;1,92;5,77;1,56;5,78;2021-9544-296;2021,0;True;
Holger Rune;2021-08-16;Verona CH;Clay;C;W;R16;6-2 6-3;Matheus Pucinelli De Almeida;2,86;7,14;4,44;7,78;2021-9544-291;2021,0;True;
Holger Rune;2021-08-16;Verona CH;Clay;C;W;R32;6-2 7-6(3);Matija Pecotic;6,78;1,69;3,41;5,9;2021-9544-281;2021,0;True;
Holger Rune;2021-08-09;San Marino CH;Clay;C;W;F;1-6 6-2 6-3;Orlando Luz;3,17;9,52;1,23;5,25;2021-9540-300;2021,0;True;
Holger Rune;2021-08-09;San Marino CH;Clay;C;W;SF;7-5 7-6(4);Marco Cecchinato;1,32;0,0;3,7;6,33;2021-9540-299;2021,0;True;
Holger Rune;2021-08-09;San Marino CH;Clay;C;W;QF;6-0 7-5;Joao Menezes;4,44;4,44;5,26;5,0;2021-9540-296;2021,0;True;
Holger Rune;2021-08-09;San Marino CH;Clay;C;W;R16;2-6 7-6(4) 6-2;Salvatore Caruso;2,83;1,89;0,0;7,57;2021-9540-291;2021,0;True;
Holger Rune;2021-08-09;San Marino CH;Clay;C;W;R32;6-3 6-4;Julien Cagnina;7,94;4,76;4,41;6,3;2021-9540-280;2021,0;True;
Holger Rune;2021-07-26;Kitzbuhel;Clay;A;L;R16;6-4 3-6 7-6(4);Arthur Rinderknech;1,92;6,73;13,04;6,5;2021-0319-290;2021,0;True;
Holger Rune;2021-07-26;Kitzbuhel;Clay;A;W;R32;6-3 6-4;Stefano Travaglia;6,9;3,45;5,56;5,8;2021-0319-279;2021,0;True;
Holger Rune;2021-07-26;Kitzbuhel;Clay;A;W;Q2;7-5 7-5;Andrej Martin;0,0;3,53;0,0;7,08;2021-0319-253;2021,0;True;
Holger Rune;2021-07-26;Kitzbuhel;Clay;A;W;Q1;7-6(6) 6-3;Marc Polmans;8,7;4,35;0,0;6,27;2021-0319-247;2021,0;True;
Holger Rune;2021-07-19;Umag;Clay;A;L;R32;1-6 6-3 6-2;Radu Albot;1,05;7,37;6,85;7,92;2021-0439-280;2021,0;True;
Holger Rune;2021-07-12;Bastad;Clay;A;L;R16;6-0 6-2;Casper Ruud;0,0;8,89;13,33;6,43;2021-0316-293;2021,0;True;
Holger Rune;2021-07-12;Bastad;Clay;A;W;R32;4-6 6-3 6-0;Radu Albot;5,63;0,0;1,47;5,46;2021-0316-284;2021,0;True;
Holger Rune;2021-07-05;Perugia CH;Clay;C;L;QF;6-3 7-6(4);Vitaliy Sachko;6,67;2,67;2,86;7,5;2021-9001-294;2021,0;True;
Holger Rune;2021-07-05;Perugia CH;Clay;C;W;R16;6-4 6-4;Lukas Klein;0,0;0,0;0,0;5,3;2021-9001-287;2021,0;True;
Holger Rune;2021-07-05;Perugia CH;Clay;C;W;R32;6-1 4-6 6-2;Thomas Fabbiano;5,71;2,86;2,11;5,83;2021-9001-273;2021,0;True;
Holger Rune;2021-06-21;Milan CH;Clay;C;L;SF;7-6(4) 6-1;Gian Marco Moroni;0,0;3,08;9,09;6,5;2021-3463-298;2021,0;True;
Holger Rune;2021-06-21;Milan CH;Clay;C;W;QF;0-6 7-6(3) 7-6(8);Pedro Cachin;0,0;3,88;8,91;6,87;2021-3463-294;2021,0;True;
Holger Rune;2021-06-21;Milan CH;Clay;C;W;R16;6-3 6-1;Malek Jaziri;4,17;4,17;0,0;6,0;2021-3463-286;2021,0;True;
