Player;Date;Tournament;Surface;Level;Result;Round;Score;Opponent;A%;DF%;vA%;Pts/SG;MatchID;Year;IsTop100
Donna Vekic;2025-04-22;Madrid;Clay;PM;W;R64;6-4 6-3;Hailey Baptiste;1,41;9,86;12,5;7,1;2025-1038-243;2025;True
Donna Vekic;2025-04-14;Stuttgart;Clay;P;L;R32;7-6(2) 6-4;Jana Fett;6,67;5,33;5,71;6,82;2025-1051-271;2025;True
Donna Vekic;2025-03-18;Miami;Hard;PM;L;R64;6-1 6-3;Rebeka Masarova;2,04;8,16;5,77;6,12;2025-902-267;2025;True
Donna Vekic;2025-03-05;Indian Wells;Hard;PM;L;R16;4-6 7-6(7) 6-3;Madison Keys;1,82;4,55;7,69;6,88;2025-609-290;2025;True
Donna Vekic;2025-03-05;Indian Wells;Hard;PM;W;R32;7-6(5) 6-1;Emma Navarro;1,43;2,86;3,33;7,0;2025-609-279;2025;True
Donna Vekic;2025-03-05;Indian Wells;Hard;PM;W;R64;6-3 6-3;Elina Avanesyan;1,56;12,5;0,0;7,11;2025-609-256;2025;True
Donna Vekic;2025-02-24;Merida;Hard;P;L;R16;6-1 6-2;Maya Joint;1,56;4,69;1,67;9,14;2025-2085-291;2025;True
Donna Vekic;2025-02-17;Dubai;Hard;PM;L;R64;7-5 6-3;Sofia Kenin;9,84;4,92;8,47;5,55;2025-718-249;2025;True
Donna Vekic;2025-02-09;Doha;Hard;PM;L;R64;6-2 6-4;Linda Noskova;0,0;7,27;9,26;6,11;2025-1003-241;2025;True
Donna Vekic;2025-01-13;Australian Open;Hard;G;L;R16;7-6(0) 6-0;Anastasia Pavlyuchenkova;2,9;7,25;13,89;7,67;2025-580-213;2025;True
Donna Vekic;2025-01-13;Australian Open;Hard;G;W;R128;6-4 6-4;Diane Parry;14,29;3,17;4,0;6,3;2025-580-111;2025;True
Donna Vekic;2025-01-13;Australian Open;Hard;G;W;R32;7-6(4) 6-7(3) 7-5;Diana Shnaider;8,55;4,27;4,1;6,5;2025-580-198;2025;True
Donna Vekic;2025-01-13;Australian Open;Hard;G;W;R64;4-6 6-0 6-2;Harriet Dart;2,56;3,85;0,0;6,5;2025-580-169;2025;True
Donna Vekic;2025-01-06;Adelaide;Hard;P;L;R32;6-2 6-3;Yulia Putintseva;4,55;9,09;6,35;7,33;2025-2014-280;2025;True
Donna Vekic;2024-12-27;United Cup;Hard;I;L;RR;6-4 6-2;Coco Gauff;3,33;6,67;7,41;6,67;2025-9900-285;2024;True
Donna Vekic;2024-10-07;Wuhan;Hard;PM;L;R32;6-4 3-6 6-4;Yulia Putintseva;1,96;8,82;1,15;6,8;2024-1075-284;2024;True
Donna Vekic;2024-10-07;Wuhan;Hard;PM;W;R64;3-6 6-1 6-3;Elise Mertens;5,63;5,63;6,9;5,92;2024-1075-266;2024;True
Donna Vekic;2024-09-25;Beijing;Hard;PM;L;R32;3-6 6-4 6-4;Mirra Andreeva;2,2;7,69;5,1;6,5;2024-1020-281;2024;True
Donna Vekic;2024-09-25;Beijing;Hard;PM;W;R64;4-6 7-6(3) 6-4;Viktorija Golubic;5,66;5,66;2,83;6,62;2024-1020-259;2024;True
Donna Vekic;2024-08-26;US Open;Hard;G;L;R16;7-6(2) 4-6 6-2;Qinwen Zheng;9,18;8,16;9,17;6,53;2024-560-218;2024;True
Donna Vekic;2024-08-26;US Open;Hard;G;W;R128;6-4 6-4;Kimberly Birrell;1,69;6,78;3,03;5,9;2024-560-152;2024;True
Donna Vekic;2024-08-26;US Open;Hard;G;W;R32;7-5 6-4;Peyton Stearns;14,55;1,82;6,06;5,0;2024-560-209;2024;True
Donna Vekic;2024-08-26;US Open;Hard;G;W;R64;7-5 6-1;Greet Minnen;13,46;5,77;5,0;5,78;2024-560-190;2024;True
Donna Vekic;2024-08-12;Cincinnati;Hard;PM;L;R64;5-7 7-6(4) 6-2;Ashlyn Krueger;8,11;8,11;7,89;6,94;2024-1017-250;2024;True
Donna Vekic;2024-07-29;Paris Olympics;Clay;O;L;F;6-2 6-3;Qinwen Zheng;1,49;2,99;5,48;8,38;2024-0096-167;2024;True
Donna Vekic;2024-07-29;Paris Olympics;Clay;O;W;QF;6-4 2-6 7-6(8);Marta Kostyuk;1,65;5,79;3,92;8,07;2024-0096-164;2024;True
Donna Vekic;2024-07-29;Paris Olympics;Clay;O;W;R16;7-6(7) 6-2;Coco Gauff;6,41;3,85;0,0;7,8;2024-0096-156;2024;True
Donna Vekic;2024-07-29;Paris Olympics;Clay;O;W;R32;6-3 6-4;Bianca Andreescu;2,63;5,26;0,0;8,44;2024-0096-147;2024;True
Donna Vekic;2024-07-29;Paris Olympics;Clay;O;W;R64;6-2 7-5;Lucia Bronzetti;4,84;6,45;0,0;6,2;2024-0096-129;2024;True
Donna Vekic;2024-07-29;Paris Olympics;Clay;O;W;SF;6-4 6-0;Anna Karolina Schmiedlova;13,33;4,44;4,26;5,62;2024-0096-166;2024;True
Donna Vekic;2024-07-01;Wimbledon;Grass;G;L;SF;2-6 6-4 7-6(8);Jasmine Paolini;7,0;7,0;3,88;6,67;2024-540-225;2024;True
Donna Vekic;2024-07-01;Wimbledon;Grass;G;W;QF;5-7 6-4 6-1;Lulu Sun;13,1;7,14;10,31;5,6;2024-540-222;2024;True
Donna Vekic;2024-07-01;Wimbledon;Grass;G;W;R128;3-6 6-3 6-4;Xiyu Wang;7,5;1,25;8,24;5,71;2024-540-146;2024;True
Donna Vekic;2024-07-01;Wimbledon;Grass;G;W;R16;6-2 1-6 6-4;Paula Badosa;5,26;6,58;8,82;6,33;2024-540-217;2024;True
Donna Vekic;2024-07-01;Wimbledon;Grass;G;W;R32;7-6(4) 6-7(3) 6-1;Dayana Yastremska;4,67;7,48;3,82;7,13;2024-540-207;2024;True
Donna Vekic;2024-07-01;Wimbledon;Grass;G;W;R64;6-2 6-3;Erika Andreeva;4,55;6,82;1,23;5,5;2024-540-187;2024;True
Donna Vekic;2024-06-24;Bad Homburg;Grass;P;L;F;6-3 2-6 6-3;Diana Shnaider;10,0;5,71;8,49;5,38;2024-2017-300;2024;True
Donna Vekic;2024-06-24;Bad Homburg;Grass;P;W;R16;6-4 3-6 6-3;Ekaterina Alexandrova;8,11;5,41;14,74;5,29;2024-2017-287;2024;True
Donna Vekic;2024-06-24;Bad Homburg;Grass;P;W;R32;6-3 6-4;Lucia Bronzetti;5,88;1,96;4,11;5,67;2024-2017-272;2024;True
Donna Vekic;2024-06-24;Bad Homburg;Grass;P;W;SF;6-0 7-6(6);Viktoriya Tomova;14,08;5,63;2,63;7,89;2024-2017-298;2024;True
Donna Vekic;2024-06-17;Berlin;Grass;P;L;R16;6-4 7-5;Jessica Pegula;12,7;7,94;4,35;5,73;2024-2012-291;2024;True
Donna Vekic;2024-06-17;Berlin;Grass;P;W;R32;1-6 6-1 6-3;Jule Niemeier;11,27;8,45;8,22;6,45;2024-2012-280;2024;True
Donna Vekic;2024-06-10;s Hertogenbosch;Grass;I;L;R16;6-1 0-6 7-5;Greet Minnen;1,45;7,25;6,1;5,75;2024-822-287;2024;True
Donna Vekic;2024-06-10;s Hertogenbosch;Grass;I;W;R32;6-1 6-3;Tamara Korpatsch;2,04;6,12;0,0;6,12;2024-822-273;2024;True
Donna Vekic;2024-05-27;Roland Garros;Clay;G;L;R32;0-6 7-5 7-6(8);Olga Danilovic;2,8;3,74;2,86;7,13;2024-520-199;2024;True
Donna Vekic;2024-05-27;Roland Garros;Clay;G;W;R128;6-5 RET;Lesia Tsurenko;2,33;6,98;2,7;7,17;2024-520-111;2024;True
Donna Vekic;2024-05-27;Roland Garros;Clay;G;W;R64;7-5 6-4;Marta Kostyuk;1,23;8,64;2,3;7,36;2024-520-170;2024;True
Donna Vekic;2024-05-06;Rome;Clay;PM;L;R128;6-2 3-6 7-6(5);Lesia Tsurenko;4,85;6,8;2,73;6,87;2024-709-203;2024;True
Donna Vekic;2024-04-22;Madrid;Clay;PM;L;R64;6-3 6-2;Maria Sakkari;3,57;1,79;13,46;7,0;2024-1038-262;2024;True
Donna Vekic;2024-04-22;Madrid;Clay;PM;W;R128;6-1 6-2;Laura Siegemund;5,88;5,88;2,0;6,38;2024-1038-223;2024;True
Donna Vekic;2024-04-15;Stuttgart;Clay;P;L;R32;6-4 6-3;Marketa Vondrousova;0,0;5,77;6,06;5,78;2024-1051-273;2024;True
Donna Vekic;2024-03-18;Miami;Hard;PM;L;R64;6-3 6-4;Ekaterina Alexandrova;6,67;10,0;11,94;6,67;2024-902-267;2024;True
Donna Vekic;2024-03-18;Miami;Hard;PM;W;R128;6-4 2-6 6-2;Karolina Pliskova;10,59;3,53;6,59;6,54;2024-902-232;2024;True
Donna Vekic;2024-03-06;Indian Wells;Hard;PM;L;R64;7-6(5) 6-3;Caroline Wozniacki;8,22;9,59;2,63;6,64;2024-609-263;2024;True
Donna Vekic;2024-02-26;San Diego;Hard;P;L;QF;6-4 6-3;Katie Boulter;7,58;9,09;4,55;6,6;2024-2074-294;2024;True
Donna Vekic;2024-02-26;San Diego;Hard;P;W;R16;6-4 3-6 6-3;Marina Stakusic;2,5;3,75;7,59;5,71;2024-2074-287;2024;True
Donna Vekic;2024-02-26;San Diego;Hard;P;W;R32;7-5 6-2;Katherine Hui;3,33;10,0;0,0;6,0;2024-2074-273;2024;True
Donna Vekic;2024-02-19;Dubai;Hard;P;L;R16;3-6 6-3 7-5;Sorana Cirstea;7,37;4,21;6,02;6,33;2024-718-286;2024;True
Donna Vekic;2024-02-19;Dubai;Hard;P;W;R32;6-7(5) 6-3 6-0;Aryna Sabalenka;12,84;4,59;8,79;7,79;2024-718-270;2024;True
Donna Vekic;2024-02-19;Dubai;Hard;P;W;R64;6-2 6-4;Xin Yu Wang;4,05;4,05;5,56;8,22;2024-718-239;2024;True
Donna Vekic;2024-02-12;Doha;Hard;P;L;R64;7-5 6-1;Katerina Siniakova;1,92;11,54;1,72;5,2;2024-1003-239;2024;True
Donna Vekic;2024-01-29;Linz;Hard;P;L;SF;5-7 7-6(4) 7-6(6);Ekaterina Alexandrova;7,44;9,09;8,63;6,72;2024-528-298;2024;True
Donna Vekic;2024-01-29;Linz;Hard;P;W;QF;6-0 7-6(3);Clara Burel;0,0;4,76;5,26;7,0;2024-528-295;2024;True
Donna Vekic;2024-01-29;Linz;Hard;P;W;R16;6-1 6-1;Dayana Yastremska;9,52;4,76;0,0;6,0;2024-528-288;2024;True
Donna Vekic;2024-01-15;Australian Open;Hard;G;L;R128;6-4 6-4;Anastasia Pavlyuchenkova;2,9;10,14;6,41;6,9;2024-580-159;2024;True
Donna Vekic;2024-01-01;United Cup;Hard;I;W;RR;6-2 3-6 6-1;Arantxa Rus;7,14;8,57;2,86;5,83;2024-9900-255;2024;True
Donna Vekic;2024-01-01;United Cup;Hard;I;W;RR;7-5 3-6 6-3;Malene Helgo;6,12;5,1;0,0;6,53;2024-9900-253;2024;True
Donna Vekic;2023-10-23;Zhuhai;Hard;F;L;RR;4-6 6-4 6-1;Jelena Ostapenko;9,52;9,52;6,52;6,46;2023-1081-293;2023;True
Donna Vekic;2023-10-23;Zhuhai;Hard;F;L;RR;6-4 6-7(6) 6-4;Qinwen Zheng;5,0;2,5;12,37;7,5;2023-1081-292;2023;True
Donna Vekic;2023-10-09;Zhengzhou;Hard;P;L;R16;7-6(4) 7-6(2);Lesia Tsurenko;2,13;5,32;1,18;7,83;2023-2008-292;2023;True
Donna Vekic;2023-10-09;Zhengzhou;Hard;P;W;R32;6-4 6-2;Nao Hibino;2,17;6,52;8,33;5,11;2023-2008-282;2023;True
Donna Vekic;2023-10-02;Beijing;Hard;PM;L;R64;6-3 7-5;Anna Blinkova;2,6;3,9;14,06;7,0;2023-1020-261;2023;True
Donna Vekic;2023-09-25;Tokyo;Hard;P;L;R32;6-1 6-1;Anastasia Pavlyuchenkova;0,0;9,62;8,0;7,43;2023-1056-280;2023;True
Donna Vekic;2023-08-28;US Open;Hard;G;L;R128;2-6 7-5 6-2;Sachia Vickery;5,83;6,8;7,69;7,36;2023-560-159;2023;True
Donna Vekic;2023-08-14;Cincinnati;Hard;P;L;R16;5-2 RET;Ons Jabeur;0,0;25,0;8,7;5,33;2023-1017-287;2023;True
Donna Vekic;2023-08-14;Cincinnati;Hard;P;W;R32;3-6 6-3 6-4;Victoria Azarenka;4,95;7,92;2,3;7,21;2023-1017-272;2023;True
Donna Vekic;2023-08-14;Cincinnati;Hard;P;W;R64;7-6(5) 7-5;Jennifer Brady;3,57;9,52;1,23;7,0;2023-1017-243;2023;True
Donna Vekic;2023-08-07;Montreal;Hard;P;L;R64;7-6(3) 6-2;Jasmine Paolini;4,23;5,63;5,13;7,1;2023-806-259;2023;True
Donna Vekic;2023-07-23;Hamburg;Clay;I;L;R32;3-6 6-3 6-3;Storm Hunter;3,7;8,64;2,5;5,79;2023-2042-285;2023;True
Donna Vekic;2023-07-03;Wimbledon;Grass;G;L;R32;6-1 7-5;Marketa Vondrousova;1,82;7,27;4,0;6,11;2023-540-202;2023;True
Donna Vekic;2023-07-03;Wimbledon;Grass;G;W;R128;6-2 6-3;Shuai Zhang;5,08;5,08;2,17;6,56;2023-540-127;2023;True
Donna Vekic;2023-07-03;Wimbledon;Grass;G;W;R64;4-6 7-5 6-4;Sloane Stephens;3,57;9,82;0,92;7,0;2023-540-177;2023;True
Donna Vekic;2023-06-19;Berlin;Grass;P;L;F;6-2 7-6(6);Petra Kvitova;11,86;5,08;10,96;5,9;2023-2012-300;2023;True
Donna Vekic;2023-06-19;Berlin;Grass;P;W;QF;6-2 7-6(0);Elina Avanesyan;4,35;1,45;1,49;6,9;2023-2012-294;2023;True
Donna Vekic;2023-06-19;Berlin;Grass;P;W;R16;6-7(1) 6-3 6-4;Elena Rybakina;5,26;5,26;15,46;5,94;2023-2012-286;2023;True
Donna Vekic;2023-06-19;Berlin;Grass;P;W;R32;6-3 6-2;Varvara Gracheva;7,14;1,79;0,0;7,0;2023-2012-271;2023;True
Donna Vekic;2023-06-19;Berlin;Grass;P;W;SF;6-4 7-6(8);Maria Sakkari;5,43;6,52;5,32;8,36;2023-2012-298;2023;True
Donna Vekic;2023-06-12;Nottingham;Grass;I;L;R16;6-4 6-1;Viktorija Golubic;2,0;6,0;3,7;6,25;2023-1080-288;2023;True
Donna Vekic;2023-06-12;Nottingham;Grass;I;W;R32;6-2 4-6 6-1;Cristina Bucsa;7,04;9,86;1,23;5,92;2023-1080-274;2023;True
Donna Vekic;2023-05-29;Roland Garros;Clay;G;L;R64;3-6 6-4 6-3;Bernarda Pera;5,43;8,7;3,37;6,57;2023-520-177;2023;True
Donna Vekic;2023-05-29;Roland Garros;Clay;G;W;R128;6-2 7-5;Dayana Yastremska;8,93;8,93;0,0;5,6;2023-520-127;2023;True
Donna Vekic;2023-05-08;Rome;Clay;PM;L;R16;6-3 6-4;Iga Swiatek;3,77;5,66;4,48;5,89;2023-709-293;2023;True
Donna Vekic;2023-05-08;Rome;Clay;PM;W;R32;2-6 7-6(5) 6-2;Liudmila Samsonova;3,25;6,5;2,56;8,79;2023-709-284;2023;True
Donna Vekic;2023-05-08;Rome;Clay;PM;W;R64;3-6 6-3 6-3;Aliaksandra Sasnovich;2,53;5,06;0,0;6,08;2023-709-267;2023;True
Donna Vekic;2023-04-24;Madrid;Clay;PM;L;R64;6-1 7-6(5);Rebeka Masarova;2,99;7,46;3,03;7,44;2023-1038-251;2023;True
Donna Vekic;2023-04-17;Stuttgart;Clay;P;L;R16;6-2 6-7(5) 7-6(5);Karolina Pliskova;3,81;6,67;15,15;6,56;2023-1051-292;2023;True
Donna Vekic;2023-04-17;Stuttgart;Clay;P;W;R32;7-6(7) 7-6(5);Ekaterina Alexandrova;10,99;6,59;7,53;7,58;2023-1051-283;2023;True
Donna Vekic;2023-03-20;Miami;Hard;PM;L;R32;6-4 7-6(3);Petra Kvitova;6,15;9,23;11,43;5,91;2023-902-275;2023;True
Donna Vekic;2023-03-20;Miami;Hard;PM;W;R64;4-6 6-4 6-3;Madison Brengle;6,33;13,92;1,1;5,27;2023-902-248;2023;True
Donna Vekic;2023-03-06;Indian Wells;Hard;PM;L;R64;2-6 6-2 6-2;Lesia Tsurenko;2,94;11,76;0,0;5,67;2023-609-239;2023;True
Donna Vekic;2023-02-27;Monterrey;Hard;I;W;F;6-4 3-6 7-5;Caroline Garcia;10,57;6,5;16,3;8,2;2023-1039-300;2023;True
Donna Vekic;2023-02-27;Monterrey;Hard;I;W;QF;6-2 5-7 7-6(5);Ysaline Bonaventure;7,0;6,0;3,57;6,25;2023-1039-295;2023;True
Donna Vekic;2023-02-27;Monterrey;Hard;I;W;R16;6-3 6-2;Emma Navarro;4,84;4,84;3,7;7,75;2023-1039-288;2023;True
Donna Vekic;2023-02-27;Monterrey;Hard;I;W;R32;2-6 5-0 RET;Lesia Tsurenko;6,0;8,0;0,0;7,14;2023-1039-274;2023;True
Donna Vekic;2023-02-27;Monterrey;Hard;I;W;SF;7-5 6-2;Lin Zhu;5,48;5,48;3,57;7,3;2023-1039-298;2023;True
Donna Vekic;2023-02-06;Linz;Hard;I;L;QF;6-3 7-6(8);Maria Sakkari;3,7;6,17;6,33;8,1;2023-528-297;2023;True
Donna Vekic;2023-02-06;Linz;Hard;I;W;R16;6-3 6-1;Madison Brengle;5,56;4,17;1,96;9,0;2023-528-292;2023;True
Donna Vekic;2023-02-06;Linz;Hard;I;W;R32;7-6(4) 6-1;Tamara Korpatsch;2,78;6,94;3,17;7,2;2023-528-282;2023;True
Donna Vekic;2023-01-16;Australian Open;Hard;G;L;QF;6-3 6-2;Aryna Sabalenka;5,71;18,57;11,54;8,75;2023-580-223;2023;True
Donna Vekic;2023-01-16;Australian Open;Hard;G;W;R128;6-2 2-6 7-6(7);Oksana Selekhmeteva;6,38;7,45;2,68;6,71;2023-580-158;2023;True
Donna Vekic;2023-01-16;Australian Open;Hard;G;W;R16;6-2 1-6 6-3;Linda Fruhvirtova;8,24;5,88;9,72;7,08;2023-580-219;2023;True
Donna Vekic;2023-01-16;Australian Open;Hard;G;W;R32;6-2 6-2;Nuria Parrizas Diaz;13,16;0,0;2,17;4,75;2023-580-210;2023;True
Donna Vekic;2023-01-16;Australian Open;Hard;G;W;R64;6-3 6-0;Liudmila Samsonova;4,88;9,76;6,67;5,12;2023-580-193;2023;True
Donna Vekic;2023-01-02;United Cup;Hard;I;W;RR;6-0 6-4;Maria Lourdes Carle;0,0;4,65;0,0;5,38;2023-9900-205;2023;True
Donna Vekic;2023-01-02;United Cup;Hard;I;W;RR;6-2 6-0;Despina Papamichail;2,44;9,76;0,0;5,86;2023-9900-285;2023;True
Donna Vekic;2023-01-02;United Cup;Hard;I;W;RR;6-4 6-3;Alize Cornet;5,63;2,82;1,25;7,89;2023-9900-213;2023;True
Donna Vekic;2022-10-17;Guadalajara 2;Hard;P;L;R32;6-4 7-5;Veronika Kudermetova;6,33;5,06;20,37;7,18;2022-2075-277;2022;True
Donna Vekic;2022-10-17;Guadalajara 2;Hard;P;W;R64;6-4 6-1;Laura Pigossi;4,08;6,12;0,0;6,12;2022-2075-252;2022;True
Donna Vekic;2022-10-10;San Diego;Hard;P;L;F;6-3 3-6 6-0;Iga Swiatek;1,35;4,05;4,92;6,17;2022-2074-300;2022;True
Donna Vekic;2022-10-10;San Diego;Hard;P;W;QF;6-4 6-7(5) 6-1;Aryna Sabalenka;7,69;6,59;5,26;6,07;2022-2074-295;2022;True
Donna Vekic;2022-10-10;San Diego;Hard;P;W;R16;6-3 6-2;Karolina Pliskova;10,34;10,34;4,0;7,25;2022-2074-289;2022;True
Donna Vekic;2022-10-10;San Diego;Hard;P;W;R32;7-6(3) 6-1;Maria Sakkari;9,09;6,49;7,41;7,7;2022-2074-277;2022;True
Donna Vekic;2022-10-10;San Diego;Hard;P;W;SF;6-4 4-6 7-6(2);Danielle Collins;3,74;5,61;3,42;6,69;2022-2074-298;2022;True
Donna Vekic;2022-10-10;San Diego;Hard;P;W;Q1;6-4 6-3;Elizabeth Mandlik;12,28;8,77;3,12;6,33;2022-2074-254;2022;True
Donna Vekic;2022-10-10;San Diego;Hard;P;W;Q2;7-6(3) 6-4;Lauren Davis;7,89;7,89;0,0;6,91;2022-2074-265;2022;True
Donna Vekic;2022-09-26;Tallinn;Hard;I;L;QF;6-4 6-1;Belinda Bencic;1,89;5,66;7,81;6,62;2022-2073-294;2022;True
Donna Vekic;2022-09-26;Tallinn;Hard;I;W;R16;6-2 6-4;Shuai Zhang;13,56;6,78;0,0;6,56;2022-2073-287;2022;True
Donna Vekic;2022-09-26;Tallinn;Hard;I;W;R32;6-2 6-0;Maileen Nuudi;13,64;9,09;2,63;6,29;2022-2073-272;2022;True
Donna Vekic;2022-09-12;Portoroz;Hard;I;L;R32;2-6 6-4 6-1;Diane Parry;2,63;9,21;3,09;6,33;2022-2044-284;2022;True
Donna Vekic;2022-08-29;US Open;Hard;G;L;R128;7-5 6-3;Veronika Kudermetova;3,03;6,06;13,56;6,6;2022-560-152;2022;True
Donna Vekic;2022-08-15;Cincinnati;Hard;P;L;Q2;6-1 6-4;Marie Bouzkova;3,28;8,2;8,33;7,62;2022-1017-235;2022;True
Donna Vekic;2022-08-15;Cincinnati;Hard;P;W;Q1;7-6(6) 6-3;Camila Osorio;6,17;7,41;1,47;7,36;2022-1017-224;2022;True
Donna Vekic;2022-08-08;Toronto;Hard;P;L;R64;6-0 6-2;Simona Halep;0,0;7,84;10,26;7,29;2022-806-241;2022;True
Donna Vekic;2022-08-08;Toronto;Hard;P;L;Q2;7-5 6-7(2) 6-1;Asia Muhammad;2,17;9,78;7,44;6,13;2022-806-232;2022;True
Donna Vekic;2022-08-08;Toronto;Hard;P;W;Q1;6-4 6-2;Lina Glushko;4,41;7,35;5,8;7,56;2022-806-218;2022;True
Donna Vekic;2022-08-01;Washington;Hard;I;L;R16;4-6 7-5 6-1;Xiyu Wang;7,06;15,29;7,34;6,07;2022-1045-289;2022;True
Donna Vekic;2022-08-01;Washington;Hard;I;W;R32;6-4 6-1;Mayar Sherif;6,67;8,33;2,33;6,67;2022-1045-277;2022;True
Donna Vekic;2022-06-27;Wimbledon;Grass;G;L;R128;6-3 7-6(2);Jessica Pegula;4,29;14,29;8,0;6,36;2022-540-115;2022;True
Donna Vekic;2022-06-20;Eastbourne;Grass;P;L;R32;6-1 7-6(1);Petra Kvitova;3,64;1,82;18,97;6,11;2022-710-280;2022;True
Donna Vekic;2022-06-20;Eastbourne;Grass;P;W;R64;6-0 6-2;Dayana Yastremska;8,11;5,41;2,04;5,29;2022-710-259;2022;True
Donna Vekic;2022-06-20;Eastbourne;Grass;P;W;Q1;6-1 6-3;Alicia Dudeney;9,68;3,23;3,33;7,75;2022-710-233;2022;True
Donna Vekic;2022-06-20;Eastbourne;Grass;P;W;Q2;6-2 4-6 6-3;Yuriko Miyazaki;4,0;4,0;2,47;7,14;2022-710-237;2022;True
Donna Vekic;2022-06-13;Birmingham;Grass;I;L;QF;5-7 6-3 6-4;Sorana Cirstea;5,68;12,5;5,0;5,87;2022-1052-296;2022;True
Donna Vekic;2022-06-13;Birmingham;Grass;I;W;R16;7-5 6-3;Caty Mcnally;4,55;6,06;3,85;6,6;2022-1052-291;2022;True
Donna Vekic;2022-06-13;Birmingham;Grass;I;W;R32;6-4 6-4;Coco Vandeweghe;8,33;8,33;6,9;6,0;2022-1052-280;2022;True
Donna Vekic;2022-06-13;Birmingham;Grass;I;W;Q1;7-5 6-4;Katie Swan;11,54;10,26;1,47;7,09;2022-1052-263;2022;True
Donna Vekic;2022-06-13;Birmingham;Grass;I;W;Q2;6-3 6-1;Gabriela Lee;8,16;4,08;0,0;6,12;2022-1052-269;2022;True
Donna Vekic;2022-06-06;Nottingham;Grass;I;L;R32;6-4 6-3;Harriet Dart;3,33;10,0;3,77;6,67;2022-1080-275;2022;True
Donna Vekic;2022-05-23;Roland Garros;Clay;G;L;R64;6-4 6-1;Amanda Anisimova;4,44;8,89;2,82;5,62;2022-520-186;2022;True
Donna Vekic;2022-05-23;Roland Garros;Clay;G;W;Q1;6-4 6-4;Robin Anderson;6,78;13,56;3,45;5,9;2022-520-120;2022;True
Donna Vekic;2022-05-23;Roland Garros;Clay;G;W;Q2;6-0 3-6 7-5;Louisa Chirico;10,75;8,6;0,0;6,64;2022-520-174;2022;True
Donna Vekic;2022-05-23;Roland Garros;Clay;G;W;Q3;4-6 6-2 6-2;Anastasia Gasanova;5,26;9,47;0,0;7,31;2022-520-201;2022;True
Donna Vekic;2022-05-23;Roland Garros;Clay;G;W;R128;7-6(6) 6-2;Mirjam Bjorklund;7,04;7,04;1,49;7,1;2022-520-145;2022;True
Donna Vekic;2022-05-09;Paris 125;Clay;C;L;QF;3-6 6-4 6-1;Kaia Kanepi;8,45;4,23;10,98;5,46;2022-2057-297;2022;True
Donna Vekic;2022-05-09;Paris 125;Clay;C;W;R16;6-1 6-4;Joanne Zuger;7,55;5,66;0,0;6,62;2022-2057-292;2022;True
Donna Vekic;2022-05-09;Paris 125;Clay;C;W;R32;6-2 6-4;Anastasia Potapova;1,92;1,92;3,33;5,78;2022-2057-282;2022;True
Donna Vekic;2022-05-02;W100 Wiesbaden;Clay;100;L;R32;7-6(2) 6-1;Danka Kovinic;5,19;10,39;1,69;7,7;2022-W-ITF-GER-02A-2022-108;2022;True
Donna Vekic;2022-04-18;Istanbul;Clay;I;L;Q2;6-0 7-6(5);Marina Melnikova;3,9;1,3;0,0;8,56;2022-2020-265;2022;True
Donna Vekic;2022-04-18;Istanbul;Clay;I;W;Q1;6-3 6-1;Xinyun Han;0,0;4,0;0,0;6,25;2022-2020-255;2022;True
Donna Vekic;2022-04-15;BJK Cup G1 RR: CRO vs AUT;Clay;D;W;RR;7-5 6-3;Sinja Kraus;1,33;9,33;0,0;6,82;2022-W-FC-2022-G1-EPA-B-M-CRO-AUT-01-001;2022;True
Donna Vekic;2022-04-14;BJK Cup G1 RR: CRO vs GEO;Clay;D;W;RR;6-2 6-4;Mariam Bolkvadze;7,14;7,14;2,27;6,22;2022-W-FC-2022-G1-EPA-B-M-CRO-GEO-01-002;2022;True
Donna Vekic;2022-03-28;Marbella 125;Clay;C;L;R32;6-1 6-0;Ana Bogdan;0,0;9,38;10,0;5,33;2022-2069-279;2022;True
Donna Vekic;2022-01-17;Australian Open;Hard;G;L;R128;6-2 6-2;Alison Riske Amritraj;4,76;11,11;15,38;7,88;2022-580-118;2022;True
Donna Vekic;2021-10-25;Courmayeur;Hard;I;W;F;7-6(3) 6-2;Clara Tauson;13,25;7,23;4,48;8,3;2021-2046-300;2021;True
Donna Vekic;2021-10-25;Courmayeur;Hard;I;W;QF;6-4 6-4;Xin Yu Wang;3,33;5,0;8,06;6,0;2021-2046-296;2021;True
Donna Vekic;2021-10-25;Courmayeur;Hard;I;W;R16;6-3 6-4;Saisai Zheng;4,55;4,55;2,0;6,6;2021-2046-291;2021;True
Donna Vekic;2021-10-25;Courmayeur;Hard;I;W;R32;7-6(1) 6-2;Qinwen Zheng;8,93;5,36;9,21;5,6;2021-2046-280;2021;True
Donna Vekic;2021-10-25;Courmayeur;Hard;I;W;SF;6-2 6-0;Jasmine Paolini;15,38;12,82;3,64;5,57;2021-2046-299;2021;True
Donna Vekic;2021-10-18;Tenerife;Hard;I;L;R16;4-6 6-2 7-6(4);Irina Camelia Begu;4,9;8,82;6,93;6,8;2021-2049-289;2021;True
Donna Vekic;2021-10-18;Tenerife;Hard;I;W;R32;6-1 6-4;Alison Riske Amritraj;11,54;5,77;2,33;5,78;2021-2049-277;2021;True
Donna Vekic;2021-10-18;Tenerife;Hard;I;W;Q1;6-0 6-2;Jessica Bouzas Maneiro;7,89;2,63;0,0;5,43;2021-2049-861;2021;True
