Player;Date;Tournament;Surface;Level;Result;Round;Score;Opponent;A%;DF%;vA%;Pts/SG;MatchID;Year;IsTop100
Ajla Tomljanovic;2026-06-22;Eastbourne;Grass;I;L;R16;6-2 5-7 6-4;Tereza Valentova;2,91;6,8;4,35;6,87;2026-710-292;2026;False
Ajla Tomljanovic;2026-06-22;Eastbourne;Grass;I;W;Q1;6-2 6-4;Camila Osorio;0,0;6,25;4,62;5,33;2026-710-253;2026;False
Ajla Tomljanovic;2026-06-22;Eastbourne;Grass;I;W;Q2;6-1 7-5;Veronika Erjavec;3,51;10,53;2,17;5,7;2026-710-264;2026;False
Ajla Tomljanovic;2026-06-22;Eastbourne;Grass;I;W;R32;6-2 6-7(5) 7-5;Elisabetta Cocciaretto;1,98;7,92;3,85;6,31;2026-710-282;2026;False
Ajla Tomljanovic;2026-06-08;WTA 'S-Hertogenbosch;Grass;W;W;R32;6-3 6-1;Jessica Bouzas Maneiro;0,0;6,0;0,0;6,25;2026-822-288;2026;False
Ajla Tomljanovic;2026-06-08;WTA 'S-Hertogenbosch;Grass;W;W;R16;4-6 6-4 7-5;Dayana Yastremska;1,69;5,93;4,63;7,38;2026-822-294;2026;False
Ajla Tomljanovic;2026-06-08;WTA 'S-Hertogenbosch;Grass;W;W;R32;6-3 6-1;Jessica Bouzas Maneiro;0,0;6,0;0,0;6,25;2026-822-283;2026;False
Ajla Tomljanovic;2026-06-08;s Hertogenbosch;Grass;I;L;SF;6-4 6-2;Robin Montgomery;2,04;4,08;21,15;5,44;2026-822-299;2026;False
Ajla Tomljanovic;2026-06-08;s Hertogenbosch;Grass;I;W;QF;6-4 6-4;Caty Mcnally;3,33;3,33;6,25;6,0;2026-822-296;2026;False
Ajla Tomljanovic;2026-06-08;s Hertogenbosch;Grass;I;W;R16;4-6 6-4 7-5;Dayana Yastremska;1,69;5,93;4,63;7,38;2026-822-290;2026;False
Ajla Tomljanovic;2026-06-08;s Hertogenbosch;Grass;I;W;R32;6-3 6-1;Jessica Bouzas Maneiro;0,0;6,0;0,0;6,25;2026-822-279;2026;False
Ajla Tomljanovic;2026-06-01;Birmingham 125;Grass;C;L;R32;7-6(4) 3-2 RET;Katie Swan;1,49;10,45;9,43;8,38;2026-1126-273;2026;False
Ajla Tomljanovic;2026-05-18;Rabat;Clay;I;L;R32;6-3 7-5;Sada Nahimana;5,63;12,68;5,19;6,45;2026-1005-283;2026;False
Ajla Tomljanovic;2026-05-05;Rome;Clay;PM;L;R128;7-5 6-4;Noemi Basiletti;1,06;6,38;0,0;8,55;2026-709-188;2026;False
Ajla Tomljanovic;2026-05-05;Rome;Clay;PM;L;Q2;7-6(5) 5-7 6-3;Leolia Jeanjean;2,68;2,68;5,43;7,0;2026-709-168;2026;False
Ajla Tomljanovic;2026-05-05;Rome;Clay;PM;W;Q1;7-5 6-1;Marta Lombardini;5,17;5,17;2,06;6,44;2026-709-151;2026;False
Ajla Tomljanovic;2026-04-27;Vic 125;Clay;C;L;R32;6-4 2-6 6-3;Sara Sorribes Tormo;0,0;8,99;0,0;6,36;2026-2081-280;2026;False
Ajla Tomljanovic;2026-04-21;Madrid;Clay;PM;L;R128;7-6(7) 6-4;Dalma Galfi;1,43;15,71;8,14;6,36;2026-1038-211;2026;False
Ajla Tomljanovic;2026-03-30;Charleston;Clay;P;L;R64;3-6 6-1 6-4;Donna Vekic;5,15;7,22;7,37;7,46;2026-804-252;2026;False
Ajla Tomljanovic;2026-03-17;Miami;Hard;PM;L;R64;6-1 5-7 6-4;Amanda Anisimova;2,06;11,34;2,44;6,47;2026-902-253;2026;False
Ajla Tomljanovic;2026-03-17;Miami;Hard;PM;W;R128;6-3 6-4;Simona Waltert;4,48;2,99;1,32;6,7;2026-902-204;2026;False
Ajla Tomljanovic;2026-03-04;Indian Wells;Hard;PM;L;R32;7-5 5-7 6-1;Jasmine Paolini;3,7;4,63;6,74;6,75;2026-609-278;2026;False
Ajla Tomljanovic;2026-03-04;Indian Wells;Hard;PM;W;R128;7-5 6-2;Elena Gabriela Ruse;7,14;8,93;3,08;5,6;2026-609-208;2026;False
Ajla Tomljanovic;2026-03-04;Indian Wells;Hard;PM;W;R64;6-3 6-1;Xin Yu Wang;3,77;11,32;2,0;6,62;2026-609-255;2026;False
Ajla Tomljanovic;2026-02-23;Austin;Hard;I;L;QF;6-3 6-3;Kimberly Birrell;3,28;8,2;5,17;6,78;2026-2082-294;2026;False
Ajla Tomljanovic;2026-02-23;Austin;Hard;I;W;R16;4-6 6-4 6-4;Iva Jovic;1,18;2,35;1,02;5,67;2026-2082-286;2026;False
Ajla Tomljanovic;2026-02-23;Austin;Hard;I;W;R32;6-4 6-1;Venus Williams;0,0;8,06;2,94;6,89;2026-2082-271;2026;False
Ajla Tomljanovic;2026-01-19;Australian Open;Hard;G;L;R64;6-4 6-4;Elena Gabriela Ruse;1,37;9,59;5,45;7,3;2026-580-178;2026;False
Ajla Tomljanovic;2026-01-19;Australian Open;Hard;G;W;R128;4-6 7-6(3) 6-1;Yuliia Starodubtseva;1,14;5,68;5,26;5,87;2026-580-129;2026;False
Ajla Tomljanovic;2026-01-12;Adelaide;Hard;P;L;R16;0-2 RET;Maya Joint;0,0;9,09;0,0;5,5;2026-2014-292;2026;False
Ajla Tomljanovic;2026-01-12;Adelaide;Hard;P;W;R32;7-6(5) 0-0 RET;Clara Tauson;0,0;11,76;10,64;8,5;2026-2014-282;2026;False
Ajla Tomljanovic;2026-01-04;Brisbane;Hard;P;L;R32;4-6 6-1 7-6(5);Karolina Muchova;2,68;8,04;4,17;7,47;2026-800-279;2026;False
Ajla Tomljanovic;2026-01-04;Brisbane;Hard;P;W;R64;6-1 6-3;Elsa Jacquemot;6,67;8,89;10,0;5,62;2026-800-256;2026;False
Ajla Tomljanovic;2025-10-27;Hong Kong;Hard;I;L;R16;4-6 6-4 6-3;Sorana Cirstea;1,16;8,14;11,4;6,14;2025-1074-287;2025;False
Ajla Tomljanovic;2025-10-27;Hong Kong;Hard;I;W;R32;7-5 6-2;Momoko Kobori;3,03;10,61;0,0;6,6;2025-1074-272;2025;False
Ajla Tomljanovic;2025-10-20;Guangzhou;Hard;I;L;R16;6-4 4-6 6-3;Caty Mcnally;1,94;3,88;8,4;7,36;2025-1023-292;2025;False
Ajla Tomljanovic;2025-10-20;Guangzhou;Hard;I;W;R32;7-5 7-5;Alycia Parks;8,14;3,49;10,0;7,17;2025-1023-282;2025;False
Ajla Tomljanovic;2025-10-13;Ningbo;Hard;P;L;QF;6-2 6-0;Elena Rybakina;0,0;16,98;19,44;7,57;2025-2092-295;2025;False
Ajla Tomljanovic;2025-10-13;Ningbo;Hard;P;W;Q1;4-6 6-2 6-4;Maya Joint;0,0;17,39;4,67;6,57;2025-2092-261;2025;False
Ajla Tomljanovic;2025-10-13;Ningbo;Hard;P;W;Q2;6-2 6-0;Antonia Ruzic;5,66;11,32;2,38;7,57;2025-2092-268;2025;False
Ajla Tomljanovic;2025-10-13;Ningbo;Hard;P;W;R16;7-6(6) 6-3;Zeynep Sonmez;3,7;3,7;1,47;7,36;2025-2092-289;2025;False
Ajla Tomljanovic;2025-10-13;Ningbo;Hard;P;W;R32;1-6 7-6(4) 6-3;Clara Tauson;3,57;4,76;11,7;6,46;2025-2092-277;2025;False
Ajla Tomljanovic;2025-10-06;Wuhan;Hard;PM;L;Q1;5-7 5-2 RET;Varvara Gracheva;1,69;8,47;10,14;6,56;2025-1075-228;2025;False
Ajla Tomljanovic;2025-09-24;Beijing;Hard;PM;L;R64;6-0 6-3;Jessica Pegula;0,0;9,3;9,62;6,14;2025-1020-262;2025;False
Ajla Tomljanovic;2025-09-24;Beijing;Hard;PM;W;R128;7-6(1) 6-2;Yuliia Starodubtseva;6,85;10,96;1,47;7,3;2025-1020-223;2025;False
Ajla Tomljanovic;2025-09-08;Sao Paulo;Hard;I;L;R32;6-4 4-2 RET;Victoria Rodriguez;3,45;13,79;1,79;7,25;2025-1139-281;2025;False
Ajla Tomljanovic;2025-08-25;US Open;Hard;G;L;R128;6-4 6-7(2) 7-5;Coco Gauff;1,57;5,51;3,96;7,47;2025-560-147;2025;False
Ajla Tomljanovic;2025-08-18;Monterrey;Hard;P;L;R16;6-4 6-3;Ekaterina Alexandrova;0,0;6,67;6,33;6,67;2025-1039-286;2025;False
Ajla Tomljanovic;2025-08-18;Monterrey;Hard;P;W;R32;4-6 6-3 7-6(1);Renata Zarazua;6,19;11,5;2,63;7,53;2025-1039-271;2025;False
Ajla Tomljanovic;2025-08-07;Cincinnati;Hard;PM;L;R64;6-3 6-7(5) 6-4;Clara Tauson;8,57;10,48;14,43;7,0;2025-1017-249;2025;False
Ajla Tomljanovic;2025-08-07;Cincinnati;Hard;PM;W;R128;7-6(0) 6-4;Anna Bondar;4,41;7,35;11,11;6,18;2025-1017-196;2025;False
Ajla Tomljanovic;2025-07-27;Montreal;Hard;PM;L;R128;6-3 3-6 6-4;Anastasija Sevastova;0,0;12,04;2,33;7,71;2025-806-192;2025;False
Ajla Tomljanovic;2025-06-30;Wimbledon;Grass;G;L;R128;4-6 6-3 6-2;Anastasia Pavlyuchenkova;7,14;7,14;7,59;5,38;2025-540-129;2025;False
Ajla Tomljanovic;2025-06-22;Bad Homburg;Grass;P;L;R32;6-3 6-2;Linda Noskova;6,82;18,18;17,65;5,5;2025-2017-279;2025;False
Ajla Tomljanovic;2025-06-22;Bad Homburg;Grass;P;W;Q1;6-2 6-3;Sorana Cirstea;4,55;6,82;10,53;5,5;2025-2017-258;2025;False
Ajla Tomljanovic;2025-06-22;Bad Homburg;Grass;P;W;Q2;6-4 3-2 RET;Eva Lys;8,7;6,52;0,0;6,57;2025-2017-266;2025;False
Ajla Tomljanovic;2025-06-16;Berlin;Grass;P;L;Q2;5-7 6-4 7-5;Sofia Kenin;13,79;6,03;5,79;6,82;2025-2012-268;2025;False
Ajla Tomljanovic;2025-06-16;Berlin;Grass;P;W;Q1;0-6 6-3 6-4;Chloe Paquet;3,61;6,02;14,49;6,38;2025-2012-260;2025;False
Ajla Tomljanovic;2025-06-09;Queen's Club;Grass;P;L;R32;7-6(4) 1-6 6-4;Katie Boulter;6,38;7,45;5,94;6,27;2025-1111-272;2025;False
Ajla Tomljanovic;2025-06-09;Queen's Club;Grass;P;W;Q1;4-6 6-2 6-4;Harmony Tan;5,49;14,29;18,52;6,5;2025-1111-261;2025;False
Ajla Tomljanovic;2025-06-09;Queen's Club;Grass;P;W;Q2;5-7 7-6(7) 6-3;Shuai Zhang;4,0;6,0;6,12;5,88;2025-1111-268;2025;False
Ajla Tomljanovic;2025-05-26;Roland Garros;Clay;G;L;R64;6-3 6-3;Jasmine Paolini;1,75;5,26;4,69;6,33;2025-520-173;2025;False
Ajla Tomljanovic;2025-05-26;Roland Garros;Clay;G;W;R128;6-1 6-3;Maya Joint;1,82;7,27;1,56;6,88;2025-520-118;2025;False
Ajla Tomljanovic;2025-05-19;Rabat;Clay;I;L;SF;6-4 0-0 RET;Maya Joint;0,0;8,82;0,0;6,8;2025-1005-299;2025;False
Ajla Tomljanovic;2025-05-19;Rabat;Clay;I;W;QF;6-1 6-3;Jessica Bouzas Maneiro;0,0;5,77;0,0;6,5;2025-1005-297;2025;False
Ajla Tomljanovic;2025-05-19;Rabat;Clay;I;W;R16;4-6 6-2 6-4;Tatiana Pieri;2,04;11,22;0,0;7,0;2025-1005-292;2025;False
Ajla Tomljanovic;2025-05-19;Rabat;Clay;I;W;R32;7-5 4-6 6-3;Viktoriya Tomova;0,0;4,4;2,08;6,07;2025-1005-282;2025;False
Ajla Tomljanovic;2025-05-06;Rome;Clay;PM;L;R128;6-3 6-4;Varvara Gracheva;0,0;6,15;4,35;7,22;2025-709-188;2025;False
Ajla Tomljanovic;2025-05-06;Rome;Clay;PM;W;Q1;6-2 6-1;Angelica Raggi;2,22;4,44;6,25;6,43;2025-709-153;2025;False
Ajla Tomljanovic;2025-05-06;Rome;Clay;PM;W;Q2;6-1 6-3;Olivia Gadecki;3,85;3,85;3,77;6,5;2025-709-169;2025;False
Ajla Tomljanovic;2025-04-28;Vic 125;Clay;C;L;R32;6-4 7-6(2);Carlota Martinez Cirez;4,76;8,33;1,47;7,64;2025-2081-282;2025;False
Ajla Tomljanovic;2025-04-22;Madrid;Clay;PM;L;R128;6-3 1-6 7-5;Rebeka Masarova;1,23;6,17;11,11;5,79;2025-1038-232;2025;False
Ajla Tomljanovic;2025-03-31;Charleston;Clay;P;L;R16;6-3 6-2;Jessica Pegula;6,25;4,17;5,17;6,0;2025-804-293;2025;False
Ajla Tomljanovic;2025-03-31;Charleston;Clay;P;W;R32;6-1 6-4;Peyton Stearns;1,72;6,9;1,64;6,44;2025-804-284;2025;False
Ajla Tomljanovic;2025-03-31;Charleston;Clay;P;W;R64;3-6 6-1 6-2;Kyoka Okamura;4,41;7,35;3,7;5,67;2025-804-267;2025;False
Ajla Tomljanovic;2025-03-18;Miami;Hard;PM;L;R128;6-3 6-2;Bernarda Pera;11,63;11,63;10,61;5,38;2025-902-191;2025;False
Ajla Tomljanovic;2025-03-05;Indian Wells;Hard;PM;L;R128;6-4 0-0 RET;Caty Mcnally;0,0;20,69;0,0;5,8;2025-609-227;2025;False
Ajla Tomljanovic;2025-03-05;Indian Wells;Hard;PM;W;Q1;6-4 6-4;Julieta Pareja;1,45;7,25;2,99;6,9;2025-609-150;2025;False
Ajla Tomljanovic;2025-02-24;Austin;Hard;I;L;SF;6-1 4-6 6-3;Jessica Pegula;3,3;12,09;4,49;7,0;2025-2082-299;2025;False
Ajla Tomljanovic;2025-02-24;Austin;Hard;I;W;QF;7-5 3-6 7-6(8);Ena Shibahara;1,83;10,09;11,21;6,81;2025-2082-296;2025;False
Ajla Tomljanovic;2025-02-24;Austin;Hard;I;W;R16;4-6 6-3 6-0;Jodie Burrage;13,95;5,81;13,75;6,62;2025-2082-290;2025;False
Ajla Tomljanovic;2025-02-24;Austin;Hard;I;W;R32;7-6(3) 7-5;Katie Volynets;1,09;9,78;1,89;7,67;2025-2082-278;2025;False
Ajla Tomljanovic;2025-01-27;Singapore;Hard;I;L;R32;6-2 6-3;Simona Waltert;6,0;6,0;16,98;6,25;2025-1096-284;2025;False
Ajla Tomljanovic;2025-01-13;Australian Open;Hard;G;L;R64;6-4 7-5;Diana Shnaider;4,62;7,69;4,48;5,91;2025-580-168;2025;False
Ajla Tomljanovic;2025-01-13;Australian Open;Hard;G;W;R128;6-4 4-6 6-4;Ashlyn Krueger;0,0;8,6;7,77;6,2;2025-580-109;2025;False
Ajla Tomljanovic;2025-01-06;Adelaide;Hard;P;L;Q1;7-5 6-4;Ashlyn Krueger;1,27;8,86;8,7;7,18;2025-2014-252;2025;False
Ajla Tomljanovic;2024-10-28;Merida;Hard;I;W;R32;7-6(9) 6-1;Elizabeth Mandlik;0,0;15,58;1,25;7,7;2024-2085-274;2024;False
Ajla Tomljanovic;2024-10-14;Ningbo;Hard;P;L;R32;6-4 6-2;Yue Yuan;2,6;9,09;8,47;8,56;2024-2092-272;2024;False
Ajla Tomljanovic;2024-10-14;Ningbo;Hard;P;W;Q1;6-2 6-0;Carol Zhao;9,3;9,3;0,0;6,14;2024-2092-255;2024;False
Ajla Tomljanovic;2024-10-14;Ningbo;Hard;P;W;Q2;6-1 6-2;Ella Seidel;2,38;21,43;6,9;6,0;2024-2092-265;2024;False
Ajla Tomljanovic;2024-10-07;Wuhan;Hard;PM;L;R64;6-1 7-6(2);Lucia Bronzetti;1,54;10,77;3,12;7,22;2024-1075-241;2024;False
Ajla Tomljanovic;2024-09-30;Hong Kong 125;Hard;C;W;F;4-6 6-4 6-4;Clara Tauson;1,87;4,67;13,79;7,13;2024-1109-300;2024;False
Ajla Tomljanovic;2024-09-30;Hong Kong 125;Hard;C;W;QF;6-3 0-0 RET;Mccartney Kessler;3,7;7,41;13,79;5,4;2024-1109-296;2024;False
Ajla Tomljanovic;2024-09-30;Hong Kong 125;Hard;C;W;R16;7-5 6-3;Elena Gabriela Ruse;3,8;7,59;10,0;7,18;2024-1109-291;2024;False
Ajla Tomljanovic;2024-09-30;Hong Kong 125;Hard;C;W;R32;6-4 5-7 6-0;Marina Stakusic;4,82;6,02;2,41;5,93;2024-1109-280;2024;False
Ajla Tomljanovic;2024-09-30;Hong Kong 125;Hard;C;W;SF;6-4 2-6 6-3;Anna Blinkova;6,02;4,82;1,96;6,38;2024-1109-299;2024;False
Ajla Tomljanovic;2024-09-25;Beijing;Hard;PM;L;R128;1-6 6-3 6-3;Camila Osorio;1,2;10,84;1,35;6,92;2024-1020-212;2024;False
Ajla Tomljanovic;2024-09-16;Seoul;Hard;P;L;R16;6-3 6-4;Beatriz Haddad Maia;4,48;11,94;8,2;7,44;2024-1024-288;2024;False
Ajla Tomljanovic;2024-09-16;Seoul;Hard;P;W;R32;7-6(4) 4-6 6-3;Su Jeong Jang;0,0;14,04;2,68;7,6;2024-1024-275;2024;False
Ajla Tomljanovic;2024-08-26;US Open;Hard;G;L;R64;6-3 6-2;Elise Mertens;5,26;17,54;11,48;7,12;2024-560-193;2024;False
Ajla Tomljanovic;2024-08-26;US Open;Hard;G;W;R128;6-4 6-4;Ann Li;2,04;11,22;5,17;9,8;2024-560-158;2024;False
Ajla Tomljanovic;2024-08-19;Monterrey;Hard;P;L;R32;6-2 7-6(3);Camila Osorio;1,61;6,45;4,48;6,2;2024-1039-271;2024;False
Ajla Tomljanovic;2024-08-12;Cincinnati;Hard;PM;L;R64;6-3 2-6 7-6(5);Varvara Gracheva;6,9;10,34;2,38;6,21;2024-1017-269;2024;False
Ajla Tomljanovic;2024-07-29;Paris Olympics;Clay;O;L;R64;6-3 6-0;Coco Gauff;0,0;8,33;6,52;5,14;2024-0096-132;2024;False
Ajla Tomljanovic;2024-07-15;Palermo;Clay;I;L;R16;6-4 3-6 6-1;Astra Sharma;1,23;3,7;7,87;6,23;2024-466-287;2024;False
Ajla Tomljanovic;2024-07-15;Palermo;Clay;I;W;R32;3-6 7-5 6-3;Mayar Sherif;2,86;14,29;5,43;7,0;2024-466-272;2024;False
Ajla Tomljanovic;2024-07-01;Wimbledon;Grass;G;L;R128;6-1 6-2;Jelena Ostapenko;7,41;11,11;18,33;7,71;2024-540-107;2024;False
Ajla Tomljanovic;2024-06-17;Birmingham;Grass;I;L;F;6-1 7-6(8);Yulia Putintseva;5,63;8,45;7,41;7,1;2024-1052-300;2024;False
Ajla Tomljanovic;2024-06-17;Birmingham;Grass;I;W;QF;1-6 6-3 6-2;Leylah Fernandez;5,19;3,9;6,76;6,42;2024-1052-295;2024;False
Ajla Tomljanovic;2024-06-17;Birmingham;Grass;I;W;R16;6-7(6) 6-1 6-4;Lin Zhu;10,31;8,25;0,0;6,93;2024-1052-288;2024;False
Ajla Tomljanovic;2024-06-17;Birmingham;Grass;I;W;R32;6-2 6-1;Anna Blinkova;2,56;3,85;2,5;9,75;2024-1052-275;2024;False
Ajla Tomljanovic;2024-06-17;Birmingham;Grass;I;W;SF;7-6(5) 6-4;Anastasia Potapova;5,88;7,35;10,13;6,18;2024-1052-298;2024;False
Ajla Tomljanovic;2024-05-27;Roland Garros;Clay;G;L;R128;3-6 6-3 6-3;Dayana Yastremska;1,09;3,26;6,59;7,08;2024-520-120;2024;False
Ajla Tomljanovic;2024-05-13;Parma 125;Clay;C;L;R16;3-0 RET;Renata Zarazua;0,0;0,0;0,0;10,0;2024-2041-292;2024;False
Ajla Tomljanovic;2024-05-13;Parma 125;Clay;C;W;R32;3-6 6-3 6-1;Nuria Brancaccio;1,18;7,06;6,45;6,54;2024-2041-283;2024;False
Ajla Tomljanovic;2024-01-29;Hua Hin;Hard;I;L;R32;6-3 6-0;Dalma Galfi;2,56;10,26;3,85;5,57;2024-1096-283;2024;False
Ajla Tomljanovic;2024-01-15;Australian Open;Hard;G;L;R64;6-0 3-6 6-4;Jelena Ostapenko;5,97;10,45;3,49;5,58;2024-580-168;2024;False
Ajla Tomljanovic;2024-01-15;Australian Open;Hard;G;W;R128;7-6(3) 4-6 6-4;Petra Martic;6,36;9,09;9,17;6,88;2024-580-109;2024;False
Ajla Tomljanovic;2024-01-01;United Cup;Hard;I;L;RR;6-2 6-4;Katie Boulter;9,62;3,85;12,5;5,78;2024-9900-269;2024;False
Ajla Tomljanovic;2024-01-01;United Cup;Hard;I;L;RR;7-6(6) 6-3;Jessica Pegula;6,85;5,48;0,0;7,3;2024-9900-271;2024;False
Ajla Tomljanovic;2024-01-01;United Cup;Hard;I;L;SF;4-6 6-2 7-6(7);Angelique Kerber;2,59;3,45;1,01;7,73;2024-9900-295;2024;False
Ajla Tomljanovic;2024-01-01;United Cup;Hard;I;W;QF;6-1 6-1;Natalija Stevanovic;0,0;8,11;2,38;5,29;2024-9900-289;2024;False
Ajla Tomljanovic;2023-11-20;Florianopolis 125;Clay;C;W;F;6-1 7-5;Martina Capurro Taborda;0,0;8,33;0,0;6,0;2023-2094-300;2023;False
Ajla Tomljanovic;2023-11-20;Florianopolis 125;Clay;C;W;QF;7-6(5) 6-2;Miriam Bianca Bulgaru;2,53;2,53;4,29;7,9;2023-2094-297;2023;False
Ajla Tomljanovic;2023-11-20;Florianopolis 125;Clay;C;W;R16;5-7 7-6(6) 7-5;Ipek Oz;0,0;3,79;1,54;7,33;2023-2094-292;2023;False
Ajla Tomljanovic;2023-11-20;Florianopolis 125;Clay;C;W;R32;6-7(5) 7-5 6-3;Fiona Ferro;0,0;1,92;0,81;6,5;2023-2094-283;2023;False
Ajla Tomljanovic;2023-11-20;Florianopolis 125;Clay;C;W;SF;6-1 6-1;Renata Zarazua;0,0;0,0;0,0;5,29;2023-2094-299;2023;False
Ajla Tomljanovic;2023-11-07;BJK Cup Finals;Hard;D;L;RR;6-4 6-1;Kaja Juvan;2,13;10,64;5,88;5,88;2023-W-FC-2023-FLS-101;2023;False
Ajla Tomljanovic;2023-10-23;Tampico 125;Hard;C;L;R16;6-7(2) 6-4 7-5;Emina Bektas;8,15;5,19;15,79;7,94;2023-2067-293;2023;False
Ajla Tomljanovic;2023-10-23;Tampico 125;Hard;C;W;R32;7-5 6-2;Whitney Osuigwe;1,64;8,2;1,79;6,1;2023-2067-284;2023;False
Ajla Tomljanovic;2023-09-18;Guadalajara;Hard;P;L;R64;7-6(3) 6-4;Taylor Townsend;5,06;5,06;6,58;7,18;2023-2075-244;2023;False
Ajla Tomljanovic;2023-08-28;US Open;Hard;G;W;R128;3-6 6-2 6-4;Panna Udvardy;2,7;8,11;0,0;5,69;2023-560-117;2023;False
Ajla Tomljanovic;2022-10-17;Guadalajara 2;Hard;P;L;R32;3-6 6-4 6-3;Madison Keys;1,2;6,02;10,47;5,93;2022-2075-284;2022;False
Ajla Tomljanovic;2022-10-17;Guadalajara 2;Hard;P;W;R64;6-2 6-1;Fernanda Contreras Gomez;0,0;7,32;8,0;5,12;2022-2075-267;2022;False
Ajla Tomljanovic;2022-10-03;Ostrava;Hard;P;L;R16;7-5 2-2 RET;Iga Swiatek;1,43;5,71;0,0;8,75;2022-2025-293;2022;False
Ajla Tomljanovic;2022-10-03;Ostrava;Hard;P;W;R32;6-3 6-3;Shuai Zhang;18,52;5,56;3,57;6,0;2022-2025-284;2022;False
Ajla Tomljanovic;2022-10-03;Ostrava;Hard;P;W;Q1;6-1 6-0;Alexandra Cadantu Ignatik;6,06;3,03;0,0;5,5;2022-2025-263;2022;False
Ajla Tomljanovic;2022-10-03;Ostrava;Hard;P;W;Q2;6-3 6-3;Georgina Garcia Perez;2,0;18,0;7,55;5,56;2022-2025-269;2022;False
Ajla Tomljanovic;2022-09-26;Tallinn;Hard;I;L;R32;6-1 7-6(3);Barbora Krejcikova;4,17;11,11;8,06;7,2;2022-2073-277;2022;False
Ajla Tomljanovic;2022-09-12;Portoroz;Hard;I;L;R32;7-5 4-6 6-1;Ana Bogdan;2,33;4,65;9,9;6,14;2022-2044-274;2022;False
Ajla Tomljanovic;2022-08-29;US Open;Hard;G;L;QF;6-4 7-6(4);Ons Jabeur;1,49;13,43;5,19;6,09;2022-560-223;2022;False
Ajla Tomljanovic;2022-08-29;US Open;Hard;G;W;R128;6-3 7-6(5);Karolina Muchova;7,25;8,7;4,17;6,27;2022-560-161;2022;False
Ajla Tomljanovic;2022-08-29;US Open;Hard;G;W;R16;7-6(8) 6-1;Liudmila Samsonova;1,15;3,45;1,43;7,91;2022-560-219;2022;False
Ajla Tomljanovic;2022-08-29;US Open;Hard;G;W;R32;7-5 6-7(4) 6-1;Serena Williams;2,27;6,82;10,38;7,76;2022-560-211;2022;False
Ajla Tomljanovic;2022-08-29;US Open;Hard;G;W;R64;1-6 6-2 7-5;Evgeniya Rodina;8,57;7,62;1,01;7,5;2022-560-194;2022;False
Ajla Tomljanovic;2022-08-15;Cincinnati;Hard;P;L;QF;6-2 6-3;Petra Kvitova;1,89;11,32;21,43;6,62;2022-1017-296;2022;False
Ajla Tomljanovic;2022-08-15;Cincinnati;Hard;P;W;Q1;6-2 6-3;Clara Tauson;4,08;4,08;7,14;5,44;2022-1017-221;2022;False
Ajla Tomljanovic;2022-08-15;Cincinnati;Hard;P;W;Q2;4-6 6-1 6-1;Nuria Parrizas Diaz;3,61;4,82;3,3;6,92;2022-1017-233;2022;False
Ajla Tomljanovic;2022-08-15;Cincinnati;Hard;P;W;R16;3-6 7-6(4) 6-3;Veronika Kudermetova;3,01;3,76;11,32;8,31;2022-1017-291;2022;False
Ajla Tomljanovic;2022-08-15;Cincinnati;Hard;P;W;R32;6-7(3) 6-0 6-2;Paula Badosa;1,92;4,81;4,12;8,0;2022-1017-281;2022;False
Ajla Tomljanovic;2022-08-15;Cincinnati;Hard;P;W;R64;6-4 3-6 7-5;Taylor Townsend;1,16;6,98;3,3;5,73;2022-1017-260;2022;False
Ajla Tomljanovic;2022-08-08;Toronto;Hard;P;L;R32;6-1 6-2;Iga Swiatek;0,0;8,11;6,82;5,29;2022-806-285;2022;False
Ajla Tomljanovic;2022-08-08;Toronto;Hard;P;W;R64;6-4 2-6 7-6(3);Veronika Kudermetova;5,0;1,0;11,36;6,67;2022-806-268;2022;False
Ajla Tomljanovic;2022-08-08;Toronto;Hard;P;W;Q1;7-5 7-6(5);Kimberly Birrell;8,43;4,82;3,41;6,92;2022-806-217;2022;False
Ajla Tomljanovic;2022-08-08;Toronto;Hard;P;W;Q2;4-6 6-1 6-3;Harriet Dart;3,75;6,25;6,78;6,15;2022-806-231;2022;False
Ajla Tomljanovic;2022-08-01;Washington;Hard;I;L;R16;4-6 6-3 6-2;Liudmila Samsonova;4,3;3,23;15,85;7,15;2022-1045-287;2022;False
Ajla Tomljanovic;2022-08-01;Washington;Hard;I;W;R32;6-1 6-4;Sloane Stephens;3,85;11,54;2,27;5,78;2022-1045-272;2022;False
Ajla Tomljanovic;2022-06-27;Wimbledon;Grass;G;L;QF;4-6 6-2 6-3;Elena Rybakina;1,25;1,25;18,52;6,15;2022-540-220;2022;False
Ajla Tomljanovic;2022-06-27;Wimbledon;Grass;G;W;R128;6-2 6-3;Jil Teichmann;5,45;0,0;10,0;6,11;2022-540-104;2022;False
Ajla Tomljanovic;2022-06-27;Wimbledon;Grass;G;W;R16;4-6 6-4 6-3;Alize Cornet;2,83;3,77;0,0;7,57;2022-540-212;2022;False
Ajla Tomljanovic;2022-06-27;Wimbledon;Grass;G;W;R32;2-6 6-4 6-3;Barbora Krejcikova;2,25;8,99;8,45;6,36;2022-540-197;2022;False
Ajla Tomljanovic;2022-06-27;Wimbledon;Grass;G;W;R64;6-2 6-2;Catherine Harrison;0,0;6,12;4,11;6,12;2022-540-166;2022;False
